,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31,1999-09-30,1999-06-30,1999-03-31,1998-12-31,1998-09-30,1998-06-30,1998-03-31,1997-12-31,1997-09-30,1997-06-30
longTermDebt,2482000000.00,2671900000.00,2651300000.00,2788100000.00,2219000000.00,2301700000.00,2170500000.00,2253400000.00,2138500000.00,2135800000.00,2428300000.00,2053500000.00,716059000.00,795481000.00,737978000.00,697800000.00,837627000.00,807212000.00,841987000.00,219183005.69,303552674.15,285051878.35,351894781.35,371939000.00,430061000.00,401366000.00,525921000.00,542758000.00,521640000.00,615008000.00,646044000.00,585179000.00,502654000.00,516791000.00,532777000.00,615367000.00,702128000.00,811184000.00,812370000.00,785115000.00,947077000.00,956599000.00,1061550000.00,1126197000.00,1135725000.00,1112588000.00,1023326000.00,1014764000.00,1189996000.00,2009310000.00,2186519000.00,2503878000.00,3119103000.00,2945321000.00,3623198000.00,3707432000.00,3874880000.00,3534778000.00,3198331000.00,3049871000.00,3407126000.00,4095655000.00,4152572000.00,4146093000.00,4078594000.00,4232147000.00,3963437000.00,3496392000.00,3581313000.00,2773466000.00,2560664000.00,2568209000.00,1825431000.00,1688409000.00,1699523000.00,1645047000.00,2168550000.00,1353969000.00,1378483000.00,1383178000.00,1407605000.00,1154532000.00,1136868000.00,1095841000.00,1115881000.00,1182689000.00,1219588000.00,1232418000.00,733000000.00,441741000.00,411176000.00,475474000.00,506220000.00,,614088000.00,,,,,,,,,,,
inventory,10818900000.00,12055000000.00,13030900000.00,12923000000.00,12495092000.00,12587719000.00,11426297000.00,11000300000.00,9511236000.00,9583373000.00,9698229000.00,7605900000.00,7341837000.00,7771619000.00,7752656000.00,5978600000.00,5978812000.00,6197565000.00,6032744000.00,5401800000.00,5349087000.00,4933282000.00,4725117000.00,4319000000.00,4373394000.00,4663951000.00,4510324000.00,4347000000.00,4275809000.00,4403950000.00,4896059000.00,4098800000.00,4521418000.00,4078700000.00,4377900000.00,3411300000.00,3159000000.00,3120500000.00,3062300000.00,2795500000.00,2586540000.00,2726300000.00,2871179000.00,2466300000.00,2487171000.00,2572503000.00,2365102000.00,2238500000.00,1986709000.00,2052127000.00,2237098000.00,1905200000.00,1668701000.00,1699186000.00,1556300000.00,1488100000.00,1472418000.00,1611900000.00,1968900000.00,2018100000.00,1658157072.00,1565220677.46,1596265346.00,1457800000.00,1243824785.70,1349101986.40,1353543000.60,1360603240.00,1183272237.50,1148207896.92,1170057225.66,1177365002.73,1135871302.50,1169994168.00,1249376345.98,1380900000.00,1062088900.67,899762013.42,963511331.89,954600000.00,788674738.60,814446898.56,959360358.90,859698384.30,733743229.72,818999618.40,766245397.60,806664838.80,722905926.00,658995013.20,680330997.65,591064306.03,472886524.33,519705111.05,366113549.60,383336595.50,363182085.00,379506504.00,434594320.86,374662820.00,374049120.00,347558300.00,371116800.00,322970400.00,343220150.00,360842800.00
accountsPayable,18222700000.00,18580000000.00,21623100000.00,24328500000.00,21313178000.00,21181652000.00,21954834000.00,25077900000.00,19413593000.00,18818386000.00,20816270000.00,19339200000.00,16145956000.00,14839528000.00,16321089000.00,15069600000.00,12394359000.00,12477675000.00,13322881000.00,14050000000.00,12036683000.00,11161215000.00,11000925000.00,11854000000.00,9300425000.00,9123481000.00,9862984000.00,10868800000.00,8728902000.00,8094481000.00,9864565000.00,11833700000.00,9842031000.00,8200200000.00,8199100000.00,8708700000.00,12732400000.00,12071500000.00,13882000000.00,15107400000.00,8845574000.00,8282400000.00,8411513000.00,6563100000.00,10477017000.00,9106416000.00,9507330000.00,11288000000.00,10339848000.00,7587373000.00,6607347000.00,4655000000.00,8120915000.00,6213369000.00,6429200000.00,3570300000.00,6080490000.00,5580900000.00,5096600000.00,3347000000.00,1819524876.00,1640480710.34,1520117110.00,2137600000.00,1550496396.40,1187550878.80,1065904878.90,1384047945.00,1018264256.00,769326814.41,869625568.53,1064734425.09,806074335.00,646570449.00,707611665.32,352500000.00,808523336.19,460814211.27,517558435.79,276442000.00,474879704.88,418371122.40,660070339.02,789100214.22,465502749.84,377330352.60,382331738.40,571158073.50,474593709.50,426978095.10,445451237.38,579144628.46,328673988.61,275854532.58,195593307.20,315777107.10,247730310.00,196923376.00,260698893.45,256500860.00,238462240.00,299790720.00,304374900.00,291164400.00,219100000.00,16039850.00
totalPermanentEquity,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noncontrollingInterestInConsolidatedEntity,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temporaryEquityRedeemableNoncontrollingInterests,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accumulatedOtherComprehensiveIncome,18306200000.00,18164300000.00,,23825100000.00,86434126000.00,20012794000.00,86345820000.00,24600500000.00,81061252000.00,80953257000.00,20849544000.00,15916600000.00,75815322000.00,75751379000.00,75701795000.00,3411200000.00,70120665000.00,70153036000.00,70081754000.00,-1369600000.00,63396952000.00,63357240000.00,63302193000.00,63361200000.00,64312852000.00,64284124000.00,64227280000.00,-12789100000.00,60653036000.00,60612088000.00,60581230000.00,62574800000.00,57206681000.00,-16229500000.00,-15163800000.00,-15360800000.00,-19009100000.00,-19909700000.00,-19530100000.00,-14162000000.00,-18970738000.00,14535000000.00,13997144000.00,16676400000.00,-11829009000.00,11845216000.00,17212247000.00,17307400000.00,11100429000.00,13130548000.00,14791126000.00,-9415800000.00,-9477621000.00,,,-9271300000.00,-8667972000.00,,,-8738500000.00,-11168887340.00,9094842052.12,12451686596.00,12473600000.00,264758794.30,985271596.40,14077605453.30,-10510141405.00,14283232285.00,290701447.47,484870907.85,14560203743.40,14150349675.00,11349743895.00,12631136280.91,12583000000.00,-5936108497.40,1498546232.46,1022694704.68,1522600000.00,776858140.80,820240624.32,1115060874.84,1263899810.64,146942399.70,168128706.80,94533712.80,,116433318.50,188311286.70,353987749.79,1949.89,1843.49,1807.01,97422924.00,68171114.40,43616835.00,43614792.00,44881377.78,46153240.00,46104280.00,1417297640.00,375323700.00,627638400.00,,
additionalPaidInCapital,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commonStockTotalEquity,,,,,,,,,,58006296000.00,57973874000.00,57899100000.00,57899073000.00,,57899073000.00,57866800000.00,57866759000.00,0.00,57798844000.00,57710200000.00,57710202000.00,0.00,57710202000.00,57614100000.00,57614140000.00,,57614140000.00,57614100000.00,57614140000.00,,57614140000.00,57614100000.00,57614140000.00,,57614100000.00,57582400000.00,57508800000.00,,57026700000.00,57000800000.00,56983341000.00,,12730533000.00,12187300000.00,12176962000.00,,,8303900000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,4742800000.00,,,,3124100000.00,,,,,,,,,,,,,,,,,,,,,,,,,,
preferredStockTotalEquity,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retainedEarningsTotalEquity,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treasuryStock,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-82028267.70,-270221000.00,-285098000.00,-269311000.00,-286374000.00,-279325000.00,-281461000.00,-285965000.00,-253707000.00,-253479000.00,-258275000.00,-208790000.00,-77528000.00,-65053000.00,-30932000.00,-20294000.00,-11576000.00,-12199000.00,,-2050000.00,,-1905000.00,,-6023000.00,-920000.00,,-5082000.00,-19000.00,-4441000.00,-2706000.00,,,,-27374000.00,,,,-47153000.00,,,,-651433000.00,,,,-440774000.00,,,,-168552000.00,,,,-124256000.00,,,,-116926000.00,,,,-51002000.00,,,,-216021000.00,,,,-5396000.00,,,,,,,,,,,,,,
accumulatedAmortization,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrrentAssetsOther,12416200000.00,12578400000.00,1887800000.00,13279700000.00,11743618000.00,12253905000.00,13926689000.00,14424900000.00,13421739000.00,13460004000.00,12225326000.00,12369400000.00,6306298000.00,5825579000.00,5755839000.00,6812100000.00,6022038000.00,6051983000.00,6018207000.00,6160800000.00,5171173000.00,4076645000.00,4007689000.00,6650000000.00,2335863000.00,2459347000.00,2427772000.00,2371100000.00,2352490000.00,295350000.00,2876568000.00,3093000000.00,3364827000.00,2877900000.00,2984200000.00,2916000000.00,2177100000.00,2165700000.00,2205100000.00,2294700000.00,2123256000.00,1966300000.00,1886809000.00,1892800000.00,1886706000.00,1899822000.00,1219582000.00,2713900000.00,2019539000.00,1971824000.00,3201986000.00,2153100000.00,1973775000.00,1944271000.00,2032300000.00,2103000000.00,2504667000.00,2430000000.00,2545500000.00,100000.00,17633552352.00,3546144669.54,3562017698.00,1225300000.00,3797359286.70,19853907127.60,1914861820.50,1547154340.00,1557510140.50,6078641889.18,6272817581.85,4385059850.22,23609738047.50,1862203266.00,1645318066.98,1570800000.00,22307592959.84,1665934704.87,5277747269.92,1618800000.00,4925056719.24,4702822810.08,4832108758.65,1313499768.48,3850070412.30,3236028863.80,3078777100.00,1422359981.70,3073168151.50,2862151915.20,2895528301.65,1136801469.12,2725928106.22,2403979244.63,872864691.20,780222505.80,808977060.00,747096688.00,710225944.98,597213260.00,567947840.00,543948980.00,515629500.00,496508400.00,475775650.00,412514800.00
deferredLongTermAssetCharges,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentAssetsTotal,100361500000.00,98970300000.00,100088000000.00,100141400000.00,100506989000.00,98394846000.00,92920123000.00,99975300000.00,96936173000.00,91734469000.00,96357970000.00,89854000000.00,87957991000.00,85124878000.00,82601205000.00,74121800000.00,73471291000.00,71382942000.00,70711394000.00,68796500000.00,69491024000.00,64512241000.00,60818393000.00,62133900000.00,60789827000.00,61081163000.00,59436568000.00,59954600000.00,59119229000.00,58095195000.00,61173528000.00,61861800000.00,64207820000.00,56075900000.00,55860200000.00,51414800000.00,49679300000.00,47215800000.00,46944700000.00,48204000000.00,47140600000.00,38968400000.00,37842261000.00,37903900000.00,37260121000.00,36820027000.00,31534648000.00,31459900000.00,31604477000.00,30298564000.00,29941422000.00,29767400000.00,29520281000.00,29660311000.00,29409500000.00,29797900000.00,29930316000.00,30606500000.00,31828300000.00,32519700000.00,27088763676.00,26686367216.18,27336593045.00,27595400000.00,28082645226.30,28807124051.60,28314611471.40,28758037735.00,29863108534.50,27414200619.33,27941994440.61,28543669626.78,28827322672.50,26095754790.00,26962779511.57,27636900000.00,27790382092.90,9590147993.52,9447405400.65,9329600000.00,8714097256.20,8238541841.28,8548978341.45,6787796000.28,6823146989.72,6080065721.80,5914496196.80,6343754918.70,6270545475.50,5975229915.00,6131015347.49,5951438658.88,6145889640.66,5807103107.53,2694752831.20,2702775294.00,2833292790.00,2815725640.00,2856381642.87,2724491000.00,2747056560.00,2753980260.00,2700829800.00,2940325200.00,2600717000.00,2536341650.00
capitalLeaseObligations,,3389988000.00,3162108000.00,3117400000.00,2650633000.00,2757412000.00,2550879000.00,2639300000.00,2430427000.00,2403155000.00,2677932000.00,2121100000.00,2249964000.00,2310824000.00,2433986000.00,2147900000.00,1894735000.00,1912792000.00,1979815000.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
longTermDebtTotal,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
