,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31,1999-09-30,1999-06-30,1999-03-31,1998-12-31,1998-09-30,1998-06-30,1998-03-31,1997-12-31,1997-09-30,1997-06-30,1997-03-31,1996-12-31,1996-09-30,1996-06-30,1996-03-31
date,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31,1999-09-30,1999-06-30,1999-03-31,1998-12-31,1998-09-30,1998-06-30,1998-03-31,1997-12-31,1997-09-30,1997-06-30,1997-03-31,1996-12-31,1996-09-30,1996-06-30,1996-03-31
filing_date,2023-11-14,2023-08-14,2023-05-15,2023-03-31,2022-11-14,2022-08-15,2022-05-16,2022-03-10,2021-11-09,2021-08-09,2021-05-10,2021-02-26,2020-11-06,2020-07-31,2020-05-11,2020-02-24,2019-11-08,2019-08-09,2019-05-03,2019-02-19,2018-11-02,2018-08-03,2018-05-04,2018-02-16,2017-11-03,2017-08-04,2017-05-01,2017-02-21,2016-11-04,2016-08-05,2016-05-10,2016-02-16,2015-11-02,2015-07-31,2015-05-06,2015-02-09,2014-10-31,2014-08-01,2014-05-02,2014-02-10,2013-11-01,2013-08-02,2013-05-03,2013-02-08,2012-11-02,2012-08-03,2012-04-20,2012-02-23,2011-10-28,2011-07-29,2011-04-29,2011-02-11,2010-11-05,2010-08-06,2010-05-07,2010-02-24,2009-11-09,2009-08-10,2009-05-07,2009-03-16,2008-11-07,2008-08-08,2008-05-12,2008-02-29,2007-11-09,2007-08-09,2007-05-10,2007-03-01,2006-11-09,2006-08-09,2006-05-10,2006-03-16,2005-11-09,2005-08-09,2005-05-10,2005-03-16,2004-11-09,2004-08-09,2004-05-10,2004-03-15,2003-11-14,2003-08-14,2003-05-15,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31,1999-09-30,1999-06-30,1999-03-31,1998-12-31,1998-09-30,1998-06-30,1998-03-31,1997-12-31,1997-09-30,1997-06-30,1997-03-31,1996-12-31,1996-09-30,1996-06-30,1996-03-31
currency_symbol,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalAssets,867258000.00,817470000.00,808004000.00,1002318000.00,1074141000.00,1084755000.00,920883000.00,803036000.00,879609000.00,1030097000.00,883344000.00,1212389000.00,945335000.00,785800000.00,2358307000.00,4000114000.00,4099538000.00,4063892000.00,4673158000.00,4099450000.00,4536412000.00,4254376000.00,4460519000.00,4160529000.00,4215599000.00,4368891000.00,4720492000.00,4141554000.00,4034597000.00,3985044000.00,3791289000.00,4204806000.00,4182234000.00,4694670000.00,4366617000.00,4014489000.00,3764696000.00,3431738000.00,2641279000.00,2194966000.00,2220099000.00,2460053000.00,2211410000.00,2074158000.00,1595786000.00,1379465000.00,1072644000.00,955060000.00,948678000.00,918379000.00,803308000.00,455333000.00,465621000.00,405815000.00,340620000.00,313649000.00,283325000.00,269587000.00,399270000.00,1560291000.00,3505948000.00,4200230000.00,3490736000.00,2944955000.00,5119269000.00,11319598000.00,12270283000.00,13352518000.00,14658055000.00,12212109000.00,10759593000.00,18435790000.00,21071157000.00,15656757000.00,13698167000.00,12928288000.00,12283565000.00,13298882000.00,11806507000.00,11333613000.00,9217811000.00,8755318000.00,5501107000.00,406185000.00,499114000.00,362232000.00,284480000.00,291958000.00,230888000.00,288348000.00,238033000.00,252219000.00,293526000.00,282836000.00,279458000.00,226400000.00,202100000.00,231700000.00,193900000.00,205100000.00,221900000.00,353400000.00,504400000.00,359300000.00,,,,125400000.00,,,
intangibleAssets,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8605000.00,,9372000.00,9817000.00,10147000.00,9837000.00,10228000.00,11274000.00,11600000.00,21825000.00,,,,26485000.00,,,,14404000.00,,,,16090000.00,,16972000.00,17300000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earningAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherCurrentAssets,,,,,-3228000.00,-4623000.00,120952000.00,5792000.00,9407000.00,21010000.00,-170803000.00,-17865000.00,-47544000.00,2473000.00,33008000.00,-118985000.00,43298000.00,31247000.00,53446000.00,61052000.00,73966000.00,46678295.16,57624000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11826000.00,21080000.00,89897000.00,90483000.00,88010000.00,157139000.00,3522807000.00,3902795000.00,5444132000.00,5642279000.00,6029128000.00,621260000.00,7528332000.00,8652248000.00,9314088000.00,3852694000.00,1183374000.00,304799000.00,422738000.00,351574000.00,149825000.00,25578000.00,29080000.00,164863000.00,21980000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalLiab,86713000.00,86611000.00,86508000.00,86405000.00,859931000.00,871057000.00,702786000.00,578909000.00,654932000.00,801345000.00,643857000.00,966119000.00,708449000.00,546815000.00,2125498000.00,3672866000.00,3791361000.00,3739603000.00,4316747000.00,3825006000.00,4225722000.00,3947909000.00,4141514000.00,3774212000.00,3823027000.00,4014264000.00,4346011000.00,3758138000.00,3600409000.00,3552561000.00,3357616000.00,3720775000.00,3704226000.00,4149282000.00,3796084000.00,3372457000.00,3065719000.00,2809106000.00,2019532000.00,1643138000.00,1690446000.00,1919461000.00,1665594000.00,1609002000.00,1296668000.00,1158373000.00,851525000.00,771688000.00,763239000.00,708262000.00,583420000.00,238589000.00,274497000.00,224051000.00,184350000.00,163636000.00,146346000.00,177911000.00,151973000.00,1417035000.00,3017944000.00,3622299000.00,2902166000.00,2308203000.00,4168985000.00,10052041000.00,11138322000.00,12046030000.00,13360855000.00,10941748000.00,9457644000.00,17131620000.00,19677020000.00,14137736000.00,12239306000.00,11349764000.00,10740204000.00,11867537000.00,10120834000.00,9779274000.00,8149658000.00,7619225000.00,4489460000.00,161020000.00,264490000.00,143864000.00,89891000.00,106647000.00,6817000.00,6825000.00,623000.00,776000.00,926000.00,1072000.00,1217000.00,1400000.00,1500000.00,1600000.00,1800000.00,1900000.00,2000000.00,103700000.00,2300000.00,132700000.00,,,,76300000.00,,,
totalStockholderEquity,213351000.00,220012000.00,215145000.00,217340000.00,214210000.00,213698000.00,218097000.00,224127000.00,224677000.00,228752000.00,239487000.00,246270000.00,236886000.00,238985000.00,232809000.00,327248000.00,308177000.00,324289000.00,356411000.00,274444000.00,310690000.00,306467000.00,319005000.00,386317000.00,392572000.00,354627000.00,374481000.00,383416000.00,434188000.00,432483000.00,433673000.00,484031000.00,478008000.00,545388000.00,570533000.00,642032000.00,698977000.00,622632000.00,621747000.00,551828000.00,529653000.00,540592000.00,545816000.00,465156000.00,299118000.00,221092000.00,221119000.00,183372000.00,185439000.00,210117000.00,219888000.00,216744000.00,191124000.00,181764000.00,156270000.00,150013000.00,136979000.00,91676000.00,121705000.00,13583000.00,268097000.00,343686000.00,344408000.00,393691000.00,698214000.00,1012635000.00,989213000.00,1171045000.00,1163681000.00,1270361000.00,1301949000.00,1304170000.00,1394137000.00,1519021000.00,1458861000.00,1578524000.00,1543361000.00,1431345000.00,1685673000.00,1554339000.00,1068153000.00,1136093000.00,1011647000.00,245165000.00,234624000.00,218368000.00,194589000.00,185311000.00,173667000.00,200313000.00,211001000.00,214556000.00,211794000.00,203637000.00,198063000.00,189000000.00,170900000.00,187900000.00,176900000.00,186900000.00,193400000.00,249700000.00,242200000.00,226600000.00,,,,49100000.00,,,
deferredLongTermLiab,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,33639000.00,24011000.00,17518000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherCurrentLiab,,,,,,,,,-52000.00,-99000.00,-201000.00,92720000.00,121325000.00,-611000.00,-1199000.00,-4666000.00,-3356000.00,-3336000.00,-5063000.00,-4646000.00,-4241000.00,-3728000.00,-3484000.00,-4418000.00,-2813000.00,-3020000.00,-2415000.00,-3434000.00,-1449000.00,-1365000.00,-1502000.00,-2436000.00,-1003000.00,-894000.00,-1913000.00,-2112000.00,-1752000.00,-2163000.00,-2620000.00,-2165000.00,-14510000.00,-15228000.00,-14680000.00,-18419000.00,-17124000.00,-17199000.00,-16906000.00,-16905000.00,-283000.00,-16156000.00,-241000.00,-187000.00,-160000.00,-141000.00,-124000.00,-124000.00,-129000.00,-483000.00,-418000.00,,-4438000.00,-5684000.00,-4946000.00,,-6329000.00,,-3440011000.00,,,,-434330000.00,,,,-6925024000.00,,,,-4744616000.00,,,,-60927000.00,,-70051000.00,-37128000.00,-18128000.00,-21165000.00,,,,,,,,,,,,,,-46800000.00,,-40000000.00,,,,-22000000.00,,,
commonStock,284000.00,284000.00,284000.00,282000.00,286000.00,291000.00,301000.00,307000.00,316000.00,327000.00,335000.00,335000.00,337000.00,357000.00,368000.00,368000.00,368000.00,366000.00,366000.00,305000.00,303000.00,282000.00,281000.00,281000.00,280000.00,260000.00,236000.00,236000.00,230000.00,230000.00,230000.00,230000.00,230000.00,230000.00,230000.00,230000.00,229000.00,197000.00,197000.00,166000.00,166000.00,166000.00,166000.00,132000.00,132000.00,97000.00,94000.00,77000.00,77000.00,77000.00,77000.00,77000.00,77000.00,79000.00,79000.00,80000.00,80000.00,1590000.00,1590000.00,1592000.00,1594000.00,1594000.00,1595000.00,1519000.00,1601000.00,1753000.00,1744000.00,1747000.00,1744000.00,1741000.00,1738000.00,1729000.00,1725000.00,1719000.00,1716000.00,1689000.00,1687000.00,1685000.00,1675000.00,1669000.00,1401000.00,1401000.00,1356000.00,510000.00,510000.00,510000.00,505000.00,504000.00,504000.00,504000.00,504000.00,504000.00,503000.00,503000.00,503000.00,500000.00,500000.00,,,,,,,,,,,,,,
capitalStock,33105000.00,33105000.00,33105000.00,33103000.00,33254000.00,34899000.00,36658000.00,36515000.00,36165000.00,35616000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retainedEarnings,-1846004000.00,-1838731000.00,-1842939000.00,-1840061000.00,-1843790000.00,-1846546000.00,-1846146000.00,-1842703000.00,-1845798000.00,-1844817000.00,-1837035000.00,-1830272000.00,-1841010000.00,-1845043000.00,-1854498000.00,-1759626000.00,-1777841000.00,-1760933000.00,-1728523000.00,-1731982000.00,-1695032000.00,-1678131000.00,-1664212000.00,-1596013000.00,-1587075000.00,-1593980000.00,-1536949000.00,-1527104000.00,-1470481000.00,-1474259000.00,-1472688000.00,-1426655000.00,-1431028000.00,-1367966000.00,-1354852000.00,-1298018000.00,-1245058000.00,-1237710000.00,-1239201000.00,-1229732000.00,-1246409000.00,-1234872000.00,-1223433000.00,-1212022000.00,-1376248000.00,-1367764000.00,-1361342000.00,-1363785000.00,-1363940000.00,-1345512000.00,-1338818000.00,-1352799000.00,-1356175000.00,-1356663000.00,-1362657000.00,-1364476000.00,-1369177000.00,-1411614000.00,-1379457000.00,-1481021000.00,-1212529000.00,-1043507000.00,-1018457000.00,-1063783000.00,-793417000.00,-570704000.00,-572650000.00,-378051000.00,-371548000.00,-295668000.00,-231453000.00,-224090000.00,81456000.00,115954000.00,120155000.00,153110000.00,131523000.00,96280000.00,92291000.00,59417000.00,35991000.00,71391000.00,58496000.00,52773000.00,42684000.00,27571000.00,9792000.00,-510000.00,-11215000.00,11175000.00,6065000.00,12204000.00,10773000.00,5819000.00,539000.00,-5900000.00,-16100000.00,7000000.00,1100000.00,1100000.00,4900000.00,40300000.00,32900000.00,17300000.00,,,,30300000.00,,,
otherLiab,,,,,11501000.00,12187000.00,9639000.00,6377000.00,4626000.00,2739000.00,2111000.00,1501000.00,1236000.00,909000.00,753000.00,507000.00,3204000.00,3534000.00,4297000.00,2200000.00,35363000.00,19168815.41,18676000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodWill,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108013000.00,108013000.00,136913000.00,162765000.00,,,,162765000.00,,,,108013000.00,,,,108013000.00,,108013000.00,105398000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherAssets,210745000.00,208523000.00,203825000.00,112254000.00,334848000.00,429660000.00,408066000.00,272344000.00,76233000.00,132981000.00,132264000.00,186053000.00,272936000.00,94747000.00,717778000.00,3946977000.00,4099538000.00,4063892000.00,4673158000.00,-74401000.00,4536412000.00,4254376000.00,4460519000.00,-71649000.00,4001151000.00,4193297000.00,4401632000.00,-22795000.00,3701209000.00,3671783000.00,3555049000.00,-41365000.00,3938634000.00,4424503000.00,4045941000.00,3806766000.00,3627235000.00,3284164000.00,2449956000.00,2093682000.00,2132320000.00,2354041000.00,2073579000.00,1918514000.00,-1872000.00,2266000.00,380000.00,-2054000.00,985000.00,998000.00,1643000.00,-3181000.00,644000.00,1708000.00,-1547000.00,3201000.00,4786000.00,6995000.00,11826000.00,2810900000.00,6265584000.00,7819114000.00,88010000.00,4965054000.00,5954259000.00,17799672000.00,5444132000.00,20655552000.00,21589712000.00,23451312000.00,7528332000.00,27721198000.00,32359504000.00,26992075000.00,1183374000.00,25245370000.00,23732627000.00,26030743000.00,149825000.00,22400189000.00,18017751000.00,17154666000.00,21980000.00,81650000.00,344562000.00,112329000.00,34582000.00,199032000.00,18093000.00,52823000.00,164571000.00,160167000.00,197576000.00,186710000.00,173973000.00,141400000.00,130400000.00,157700000.00,99300000.00,113400000.00,108500000.00,60200000.00,259500000.00,57200000.00,,,,46600000.00,,,
cash,10524000.00,15670000.00,24004000.00,29844000.00,17031000.00,14198000.00,26322000.00,25092000.00,27280000.00,18903000.00,73619000.00,35102000.00,11129000.00,16569000.00,122384000.00,56759000.00,55427000.00,65931000.00,90993000.00,87765000.00,106165000.00,80246000.00,72843000.00,80717000.00,85685000.00,138647000.00,79557000.00,65943000.00,163298000.00,142227000.00,124952000.00,66416000.00,100787000.00,204646000.00,228352000.00,194259000.00,126309000.00,136634000.00,176561000.00,94132000.00,80216000.00,70869000.00,104703000.00,121489000.00,181638000.00,109211000.00,94725000.00,91097000.00,91600000.00,54703000.00,33977000.00,12412000.00,8231000.00,8579000.00,5875000.00,10123000.00,13299000.00,36831000.00,224566000.00,254653000.00,227162000.00,417940000.00,337041000.00,692360000.00,692737000.00,505940000.00,450979000.00,189956000.00,365121000.00,75346000.00,188714000.00,238615000.00,181534000.00,299428000.00,164435000.00,231527000.00,173535000.00,140941000.00,129235000.00,92688000.00,252102000.00,116015000.00,93966000.00,90007000.00,92068000.00,50120000.00,56869000.00,46246000.00,32892000.00,53324000.00,39945000.00,52337000.00,40638000.00,45502000.00,34229000.00,43700000.00,23800000.00,38100000.00,38400000.00,46800000.00,58700000.00,71200000.00,139100000.00,205700000.00,,,,20700000.00,,,
cashAndEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCurrentLiabilities,,,,,522991000.00,444404000.00,284862000.00,-85486000.00,52000.00,99000.00,201000.00,93627000.00,121894000.00,611000.00,1199000.00,4666000.00,3356000.00,3336000.00,5063000.00,4646000.00,4241000.00,3728000.00,3484000.00,4418000.00,2813000.00,3020000.00,2415000.00,3434000.00,1449000.00,1365000.00,1365000.00,2436000.00,1200000.00,1267000.00,1913000.00,2112000.00,1752000.00,2163000.00,2620000.00,2165000.00,14510000.00,15228000.00,14680000.00,18419000.00,402000.00,17199000.00,342000.00,16905000.00,283000.00,245000.00,241000.00,187000.00,160000.00,141000.00,124000.00,124000.00,129000.00,483000.00,418000.00,10389000.00,4438000.00,5684000.00,4946000.00,66972000.00,6329000.00,3502397000.00,3440011000.00,3983628000.00,3733743000.00,2115639000.00,434330000.00,7008989000.00,8234778000.00,7780081000.00,6925024000.00,7300843000.00,5355957000.00,4585093000.00,4744616000.00,4404181000.00,7930837000.00,49809000.00,60927000.00,43352000.00,70051000.00,37128000.00,18128000.00,21165000.00,,,,,,,,,,,,,,46800000.00,,40000000.00,,,,22000000.00,,,
currentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3971265000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netDebt,76280000.00,71054000.00,62664000.00,225906000.00,308408000.00,400268000.00,381963000.00,100588000.00,65971000.00,82691000.00,58109000.00,131552000.00,183880000.00,57453000.00,-48001000.00,17569000.00,18845000.00,8285000.00,-16833000.00,-13661000.00,-32117000.00,-6254000.00,1093000.00,-6837000.00,-11861000.00,-64879000.00,-5845000.00,7713000.00,-89697000.00,-68682000.00,-51463000.00,795784000.00,283013000.00,-129346000.00,-153052000.00,-154259000.00,-86309000.00,-96634000.00,-136561000.00,-54132000.00,-40216000.00,-30869000.00,-89703000.00,-106489000.00,-166638000.00,-94211000.00,-79725000.00,-76097000.00,-76600000.00,-39703000.00,-18977000.00,2588000.00,7717000.00,7348000.00,10032000.00,6734000.00,3517000.00,14944000.00,-172830000.00,8029000.00,86196000.00,-97889000.00,-17135000.00,-304804000.00,2832645000.00,6956672000.00,7398894000.00,8591932000.00,8622393000.00,2354062000.00,6684541000.00,7083021000.00,12227130000.00,7788793000.00,6901967000.00,7191792000.00,5280958000.00,4512237000.00,4671831000.00,4359494000.00,7720947000.00,-50506000.00,-68581000.00,-57801000.00,-15922000.00,-7035000.00,-32917000.00,-19387000.00,-26075000.00,-46499000.00,-39322000.00,-51561000.00,-39712000.00,-44430000.00,-33012000.00,-42300000.00,-22300000.00,-36500000.00,-36600000.00,-44900000.00,-56700000.00,-69000000.00,-136800000.00,-163300000.00,,,,3200000.00,,,
shortTermDebt,,,,,,,,-85486000.00,-93251000.00,,,93627000.00,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3971389000.00,,,,8325000.00,,,,63981000.00,,3493212000.00,3425432000.00,3971389000.00,3720804000.00,2105211000.00,423020000.00,6996950000.00,8214835000.00,7765230000.00,6913801000.00,7294949000.00,5346318000.00,4575890000.00,4736035000.00,4397993000.00,7927433000.00,40000000.00,20000000.00,26940000.00,70051000.00,37128000.00,18128000.00,21165000.00,,,,,,,,,,,,,,,,40000000.00,,,,22000000.00,,,
shortLongTermDebt,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shortLongTermDebtTotal,86804000.00,86724000.00,86668000.00,255750000.00,325439000.00,414466000.00,408285000.00,125680000.00,93251000.00,101594000.00,131728000.00,166654000.00,195009000.00,74022000.00,74383000.00,74328000.00,74272000.00,74216000.00,74160000.00,74104000.00,74048000.00,73992000.00,73936000.00,73880000.00,73824000.00,73768000.00,73712000.00,73656000.00,73601000.00,73545000.00,73489000.00,862200000.00,383800000.00,75300000.00,75300000.00,40000000.00,40000000.00,40000000.00,40000000.00,40000000.00,40000000.00,40000000.00,15000000.00,15000000.00,15000000.00,15000000.00,15000000.00,15000000.00,15000000.00,15000000.00,15000000.00,15000000.00,15948000.00,15927000.00,15907000.00,16857000.00,16816000.00,51775000.00,51736000.00,262682000.00,313358000.00,320051000.00,319906000.00,387556000.00,3525382000.00,7462612000.00,7849873000.00,8781888000.00,8987514000.00,2429408000.00,6873255000.00,7321636000.00,12408664000.00,8088221000.00,7066402000.00,7423319000.00,5454493000.00,4653178000.00,4801066000.00,4452182000.00,7973049000.00,65509000.00,25385000.00,32206000.00,76146000.00,43085000.00,23952000.00,26859000.00,6817000.00,6825000.00,623000.00,776000.00,926000.00,1072000.00,1217000.00,1400000.00,1500000.00,1600000.00,1800000.00,1900000.00,2000000.00,2200000.00,2300000.00,42400000.00,,,,23900000.00,,,
otherStockholderEquity,2035251000.00,2058459000.00,2024979000.00,2024298000.00,2024746000.00,2025345000.00,2027585000.00,2030315000.00,2034310000.00,2037953000.00,2040898000.00,2040918000.00,2041986000.00,2047286000.00,2049741000.00,2049292000.00,2048423000.00,2047616000.00,2047398000.00,1997876000.00,1997281000.00,1976309000.00,1975369000.00,1974941000.00,1972463000.00,1944847000.00,1911194000.00,1910284000.00,1899754000.00,1899282000.00,1898670000.00,1898085000.00,1897472000.00,1898217000.00,1897138000.00,1897027000.00,1896195000.00,1810297000.00,1809665000.00,1727398000.00,1726518000.00,1725880000.00,1725436000.00,1638061000.00,1638430000.00,1554952000.00,1548903000.00,1508713000.00,1506050000.00,1505987000.00,1505378000.00,1505971000.00,1505823000.00,1509021000.00,1508463000.00,1507394000.00,1505787000.00,1502911000.00,1499802000.00,1493130000.00,1485482000.00,1478006000.00,1472623000.00,1468801000.00,1503509000.00,1569034000.00,1564671000.00,1562497000.00,1551248000.00,1547043000.00,1557713000.00,1547128000.00,1544661000.00,1537260000.00,1533858000.00,1483640000.00,1477413000.00,1474590000.00,1469634000.00,1443228000.00,1002663000.00,996448000.00,974082000.00,211719000.00,210744000.00,209938000.00,205922000.00,204797000.00,204025000.00,203552000.00,203040000.00,202976000.00,202429000.00,201883000.00,201175000.00,200400000.00,199800000.00,180900000.00,175800000.00,185800000.00,188500000.00,209400000.00,209300000.00,209300000.00,,,,18800000.00,,,
propertyPlantEquipment,,,,,,,,,9407000.00,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCurrentAssets,8900000.00,13249000.00,12833000.00,342087000.00,178388000.00,129835000.00,165547000.00,20543000.00,140181000.00,128190000.00,219001000.00,28796000.00,8877000.00,109600000.00,1607906000.00,19636000.00,67111000.00,624508000.00,446919000.00,101114000.00,120983000.00,177963000.00,532607000.00,93263000.00,190995000.00,151432000.00,253711000.00,77589000.00,236497000.00,201437000.00,134760000.00,78352000.00,140281000.00,268609000.00,319064000.00,206098000.00,135790000.00,145754000.00,189557000.00,99517000.00,85948000.00,104281000.00,136100000.00,153775000.00,200120000.00,183404000.00,118884000.00,137730000.00,95652000.00,58658000.00,38022000.00,23263000.00,75566000.00,13174000.00,153783000.00,12154000.00,14470000.00,37832000.00,242554000.00,309682000.00,746312000.00,581346000.00,406363000.00,924856000.00,4284279000.00,4839524000.00,678744000.00,6049484000.00,7726398000.00,972906000.00,548761000.00,9150382000.00,9782810000.00,4321439000.00,256341000.00,611206000.00,834503000.00,567021000.00,197296000.00,267037000.00,417871000.00,355970000.00,145365000.00,118129000.00,110027000.00,70312000.00,95511000.00,59875000.00,54426000.00,63910000.00,51160000.00,63432000.00,76047000.00,76391000.00,86511000.00,67600000.00,43900000.00,58800000.00,76100000.00,71700000.00,83800000.00,149000000.00,154700000.00,219800000.00,,,,20700000.00,,,
longTermInvestments,647613000.00,595698000.00,130362000.00,547977000.00,560905000.00,525260000.00,347270000.00,56169000.00,31804000.00,843611000.00,47194000.00,45258000.00,71181000.00,70064000.00,61577000.00,6375000.00,6239000.00,6026000.00,15248000.00,438000.00,91000.00,9921000.00,5024000.00,763000.00,4177000.00,7965000.00,5546000.00,74889000.00,7870000.00,9927000.00,5587000.00,4008742000.00,3928696000.00,4310442000.00,3691063000.00,,,2818596000.00,,1586941000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netTangibleAssets,,,182324000.00,,181242000.00,179090000.00,181740000.00,187919000.00,188828000.00,193463000.00,204198000.00,210981000.00,201313000.00,202600000.00,195611000.00,290034000.00,270950000.00,287049000.00,319241000.00,266199000.00,302552000.00,298460000.00,311438000.00,379209000.00,385668000.00,351127000.00,374481000.00,383416000.00,434188000.00,432483000.00,433673000.00,484031000.00,478008000.00,545388000.00,570533000.00,,,622632000.00,,551828000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
