,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31
date,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31
filing_date,2023-11-06,2023-08-07,2023-05-05,2023-02-17,2022-11-04,2022-08-04,2022-05-06,2022-02-18,2021-11-02,2021-08-02,2021-05-07,2021-02-19,2020-11-04,2020-08-04,2020-05-08,2020-02-21,2019-11-06,2019-08-05,2019-05-03,2019-02-27,2018-11-07,2018-08-07,2018-05-04,2018-02-16,2017-11-07,2017-08-07,2017-05-05,2017-02-17,2016-11-07,2016-08-05,2016-05-06,2016-02-19,2015-11-06,2015-08-07,2015-05-08,2015-02-20,2014-11-07,2014-08-07,2014-05-09,2014-02-21,2013-11-12,2013-08-09,2013-05-08,2013-03-15,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,
currency_symbol,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD
netDebt,47459000000.00,52256000000.00,55382000000.00,54070000000.00,57774000000.00,64411000000.00,67376000000.00,66938000000.00,68539000000.00,73592000000.00,75775000000.00,77607000000.00,79169000000.00,81415000000.00,25904000000.00,26804000000.00,27754000000.00,32088000000.00,32247000000.00,33021000000.00,32493000000.00,33562000000.00,28280000000.00,28065000000.00,29349000000.00,31149000000.00,32211000000.00,31742000000.00,31092000000.00,31518000000.00,24357000000.00,23272000000.00,22904000000.00,23723000000.00,7367000000.00,6663000000.00,7073000000.00,5655000000.00,6266000000.00,5128000000.00,5834000000.00,6015000000.00,8058000000.00,9771000000.00,-2760988000.00,-74537000.00,-40999000.00,-27482000.00,,,,
shortTermDebt,5115000000.00,5203000000.00,2801000000.00,4136000000.00,9207000000.00,11930000000.00,9952000000.00,12495000000.00,6672000000.00,7901000000.00,11347000000.00,8502000000.00,4777000000.00,5371000000.00,3762000000.00,3753000000.00,5276000000.00,5641000000.00,2078000000.00,5308000000.00,4021000000.00,6530000000.00,6381000000.00,6415000000.00,3821000000.00,3420000000.00,425000000.00,402000000.00,26000000.00,517000000.00,2423000000.00,2431000000.00,768000000.00,4007000000.00,4590000000.00,4446000000.00,323000000.00,271000000.00,20000000.00,431000000.00,434000000.00,432000000.00,436000000.00,1042000000.00,,,,,,,,
shortLongTermDebt,5115000000.00,5203000000.00,2801000000.00,4136000000.00,9207000000.00,11930000000.00,9952000000.00,12495000000.00,6672000000.00,7901000000.00,11347000000.00,8502000000.00,4777000000.00,5371000000.00,3762000000.00,3753000000.00,5276000000.00,5641000000.00,2078000000.00,1609000000.00,1026000000.00,3026000000.00,6024000000.00,6015000000.00,3021000000.00,37543000000.00,425000000.00,25000000.00,26000000.00,517000000.00,2423000000.00,2025000000.00,,,,4014000000.00,,,,,,,,,,,,,,,,
shortLongTermDebtTotal,60746000000.00,61015000000.00,62093000000.00,63271000000.00,69606000000.00,72932000000.00,73474000000.00,76684000000.00,80721000000.00,82138000000.00,85530000000.00,86056000000.00,87059000000.00,87432000000.00,67046000000.00,66728000000.00,38402000000.00,37260000000.00,37144000000.00,40310000000.00,40508000000.00,37109000000.00,37287000000.00,37368000000.00,37795000000.00,37237000000.00,36951000000.00,36842000000.00,37310000000.00,37845000000.00,31913000000.00,31671000000.00,32127000000.00,31123000000.00,15273000000.00,15011000000.00,14792000000.00,14741000000.00,14406000000.00,14723000000.00,14809000000.00,14758000000.00,15037000000.00,15672000000.00,,,,,,,,
otherStockholderEquity,13496000000.00,13311000000.00,13095000000.00,14651000000.00,14466000000.00,14315000000.00,14146000000.00,15162000000.00,15088000000.00,14914000000.00,14695000000.00,15120000000.00,15176000000.00,14995000000.00,-9709000000.00,-9311000000.00,-9389000000.00,-9477000000.00,-9562000000.00,-9352000000.00,-7169000000.00,-6249000000.00,1188000000.00,2347000000.00,2735000000.00,2588000000.00,2459000000.00,2826000000.00,4780000000.00,4663000000.00,4375000000.00,4241000000.00,5691000000.00,6605000000.00,3089000000.00,3222000000.00,3411000000.00,3323000000.00,3233000000.00,3351000000.00,3461000000.00,3953000000.00,3848000000.00,,15833754000.00,11830568000.00,11856589000.00,12248879000.00,,,,
propertyPlantEquipment,,4943000000.00,4931000000.00,4935000000.00,4893000000.00,4958000000.00,5075000000.00,5110000000.00,5130000000.00,5161000000.00,5193000000.00,5248000000.00,4986000000.00,4908000000.00,2961000000.00,2962000000.00,2894000000.00,2879000000.00,2860000000.00,2883000000.00,2950000000.00,2787000000.00,2828000000.00,2803000000.00,2697000000.00,2657000000.00,2612000000.00,2604000000.00,2638000000.00,2618000000.00,2597000000.00,2565000000.00,2546000000.00,2517000000.00,2431000000.00,2485000000.00,2432000000.00,2387000000.00,2333000000.00,2298000000.00,2244000000.00,2213000000.00,2200000000.00,2247000000.00,2138898000.00,2092021000.00,2168582000.00,2144200000.00,,,,2357563000.00
totalCurrentAssets,33224000000.00,28852000000.00,26488000000.00,28463000000.00,30364000000.00,29100000000.00,26509000000.00,27928000000.00,28957000000.00,25999000000.00,26569000000.00,24173000000.00,23009000000.00,21256000000.00,51758000000.00,49519000000.00,20166000000.00,15100000000.00,14413000000.00,16945000000.00,18465000000.00,13845000000.00,20444000000.00,21223000000.00,18930000000.00,16962000000.00,15547000000.00,16187000000.00,16290000000.00,16791000000.00,16622000000.00,16314000000.00,17912000000.00,16877000000.00,15408000000.00,16088000000.00,17555000000.00,17794000000.00,17329000000.00,17848000000.00,16543000000.00,15662000000.00,14923000000.00,15354000000.00,10930739000.00,5992960000.00,6751048000.00,7354155000.00,,,,
longTermInvestments,275000000.00,288000000.00,257000000.00,241000000.00,235000000.00,244000000.00,260000000.00,277000000.00,272000000.00,266000000.00,305000000.00,293000000.00,246000000.00,225000000.00,78000000.00,93000000.00,131000000.00,1473000000.00,1477000000.00,1420000000.00,1463000000.00,1505000000.00,2057000000.00,2090000000.00,1971000000.00,2052000000.00,2123000000.00,1783000000.00,1378000000.00,1400000000.00,387000000.00,145000000.00,74000000.00,134000000.00,93000000.00,92000000.00,124000000.00,130000000.00,119000000.00,118000000.00,123000000.00,121000000.00,118000000.00,,,,,,,,,
netTangibleAssets,,-82220000000.00,-83794000000.00,-82341000000.00,-84457000000.00,-89198000000.00,-92922000000.00,-96202000000.00,-99169000000.00,-99932000000.00,-99932000000.00,-102924000000.00,-102174000000.00,-104424000000.00,-41179000000.00,-42425000000.00,-42799000000.00,-44667000000.00,-44278000000.00,-45342000000.00,-45264000000.00,-45970000000.00,-39557000000.00,-38247000000.00,-37228000000.00,-38009000000.00,-39121000000.00,-39677000000.00,-38301000000.00,-39317000000.00,-28143000000.00,-28932000000.00,-28202000000.00,-27642000000.00,-5635000000.00,-5633000000.00,-2897000000.00,-2721000000.00,-3376000000.00,-3675000000.00,-4615000000.00,-4663000000.00,-5256000000.00,,,,,,,,,
shortTermInvestments,3000000.00,7000000.00,11000000.00,28000000.00,47000000.00,1440000000.00,1474000000.00,84000000.00,67000000.00,54000000.00,22000000.00,30000000.00,60000000.00,23000000.00,,0.00,0.00,244000000.00,331000000.00,772000000.00,770000000.00,196000000.00,467000000.00,486000000.00,1108000000.00,1117000000.00,1508000000.00,1323000000.00,1732000000.00,1675000000.00,1044000000.00,8000000.00,26000000.00,879000000.00,18000000.00,26000000.00,9000000.00,1160000000.00,960000000.00,300000000.00,621000000.00,11000000.00,500000000.00,2075000000.00,1824617000.00,,1992000.00,626099000.00,,,,1873621000.00
netReceivables,11412000000.00,11491000000.00,11473000000.00,11254000000.00,10743000000.00,11237000000.00,10733000000.00,9977000000.00,9281000000.00,9914000000.00,9588000000.00,8822000000.00,8416000000.00,8354000000.00,6362000000.00,5428000000.00,5529000000.00,5482000000.00,5680000000.00,5384000000.00,5780000000.00,5793000000.00,5841000000.00,5088000000.00,4891000000.00,4859000000.00,4677000000.00,4758000000.00,4999000000.00,5048000000.00,4753000000.00,4730000000.00,4574000000.00,4367000000.00,4356000000.00,4291000000.00,3995000000.00,3811000000.00,4590000000.00,4803000000.00,3798000000.00,3755000000.00,4299000000.00,4298000000.00,3097510000.00,2994005000.00,3646763000.00,3817486000.00,,,,
longTermDebt,55631000000.00,55812000000.00,59292000000.00,59135000000.00,60399000000.00,61002000000.00,63522000000.00,64189000000.00,74049000000.00,74237000000.00,74183000000.00,77554000000.00,82282000000.00,82061000000.00,63284000000.00,62975000000.00,33126000000.00,31597000000.00,35043000000.00,35002000000.00,37187000000.00,31216000000.00,30906000000.00,30953000000.00,33974000000.00,33817000000.00,36526000000.00,36440000000.00,37284000000.00,37328000000.00,29490000000.00,29240000000.00,31359000000.00,27116000000.00,10683000000.00,10565000000.00,14469000000.00,14470000000.00,14386000000.00,14292000000.00,14375000000.00,14326000000.00,14601000000.00,14630000000.00,,,,37000000.00,,,,
inventory,3981000000.00,4055000000.00,3833000000.00,3579000000.00,3172000000.00,3396000000.00,3483000000.00,3128000000.00,3094000000.00,3386000000.00,3272000000.00,3310000000.00,3474000000.00,4059000000.00,1844000000.00,1813000000.00,1929000000.00,1895000000.00,1702000000.00,1605000000.00,1786000000.00,1580000000.00,1738000000.00,1605000000.00,1785000000.00,1582000000.00,1427000000.00,1444000000.00,1630000000.00,1756000000.00,1789000000.00,1719000000.00,1841000000.00,1623000000.00,1022000000.00,1124000000.00,1008000000.00,1048000000.00,1104000000.00,1150000000.00,1172000000.00,1085000000.00,1037000000.00,1091000000.00,958878000.00,862775000.00,915794000.00,871582000.00,,,,836270000.00
accountsPayable,,27036000000.00,24789000000.00,2934000000.00,23505000000.00,22543000000.00,22569000000.00,2882000000.00,21861000000.00,20200000000.00,20604000000.00,2276000000.00,19404000000.00,19275000000.00,12709000000.00,1452000000.00,12217000000.00,11300000000.00,11826000000.00,1546000000.00,11366000000.00,10694000000.00,10677000000.00,1474000000.00,9212000000.00,8839000000.00,8419000000.00,1407000000.00,9077000000.00,8755000000.00,8239000000.00,1597000000.00,8045000000.00,7251000000.00,6460000000.00,881000000.00,6312000000.00,6046000000.00,6196000000.00,933000000.00,6441000000.00,6373000000.00,6330000000.00,556000000.00,423907000.00,337118000.00,476129000.00,417030000.00,,,,356784000.00
totalPermanentEquity,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
noncontrollingInterestInConsolidatedEntity,,32000000.00,29000000.00,33000000.00,33000000.00,35000000.00,31000000.00,28000000.00,27000000.00,25000000.00,23000000.00,21000000.00,19000000.00,24000000.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
temporaryEquityRedeemableNoncontrollingInterests,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
accumulatedOtherComprehensiveIncome,-2353000000.00,-2252000000.00,-2232000000.00,-2199000000.00,-3443000000.00,-3196000000.00,-2984000000.00,-2899000000.00,-3156000000.00,-3103000000.00,-3295000000.00,-3117000000.00,-3259000000.00,-3435000000.00,-3697000000.00,-3596000000.00,-2528000000.00,-2491000000.00,-2516000000.00,-2480000000.00,-2559000000.00,-2639000000.00,-2630000000.00,-2727000000.00,-2613000000.00,-2548000000.00,-2542000000.00,-2586000000.00,-2340000000.00,-2390000000.00,-2423000000.00,-2561000000.00,-2499000000.00,-2374000000.00,-2467000000.00,-2031000000.00,-913000000.00,-420000000.00,-426000000.00,-442000000.00,-981000000.00,-1169000000.00,-1237000000.00,-350000000.00,-164918000.00,-325493000.00,194180000.00,-25166000.00,,,,
additionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
commonStockTotalEquity,,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,18000000.00,17000000.00,17000000.00,17000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,3713000000.00,,,,,,,,
preferredStockTotalEquity,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
retainedEarningsTotalEquity,,1789000000.00,2393000000.00,4784000000.00,4953000000.00,3516000000.00,5103000000.00,3127000000.00,1600000000.00,740000000.00,2292000000.00,1055000000.00,3335000000.00,3130000000.00,5973000000.00,4717000000.00,3673000000.00,3384000000.00,4234000000.00,3368000000.00,6789000000.00,5495000000.00,4977000000.00,5459000000.00,6547000000.00,5951000000.00,5063000000.00,4378000000.00,4011000000.00,3349000000.00,2673000000.00,2248000000.00,1654000000.00,1256000000.00,739000000.00,535000000.00,2131000000.00,2299000000.00,1874000000.00,1567000000.00,1081000000.00,758000000.00,330000000.00,,,,,,,,,
treasuryStock,,-6528000000.00,-6524000000.00,-4594000000.00,-4590000000.00,-4591000000.00,-4585000000.00,-3143000000.00,-3020000000.00,-3022000000.00,-3017000000.00,-2264000000.00,-1972000000.00,-1958000000.00,-25110000000.00,-24504000000.00,-24501000000.00,-24505000000.00,-24502000000.00,-24108000000.00,-21849000000.00,-20845000000.00,-13331000000.00,-11923000000.00,-11419000000.00,-11427000000.00,-11430000000.00,-10852000000.00,-8760000000.00,-8383000000.00,-8918000000.00,-8839000000.00,-7314000000.00,-5816000000.00,-1314000000.00,-972000000.00,-672000000.00,-673000000.00,-672000000.00,-320000000.00,-119000000.00,-121000000.00,-97000000.00,,,,,,,,,
accumulatedAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrrentAssetsOther,5050000000.00,4074000000.00,3690000000.00,3381000000.00,3410000000.00,2778000000.00,2252000000.00,1875000000.00,1145000000.00,1147000000.00,1024000000.00,1205000000.00,-549000000.00,-776000000.00,1679000000.00,1158000000.00,619000000.00,441000000.00,451000000.00,141000000.00,-547000000.00,-761000000.00,-1401000000.00,-1164000000.00,-4820000000.00,-5086000000.00,-5534000000.00,-5678000000.00,-4574000000.00,-5735000000.00,-4084000000.00,-4127000000.00,135000000.00,-46000000.00,699000000.00,611000000.00,277000000.00,-309000000.00,-272000000.00,767000000.00,-269000000.00,251000000.00,318000000.00,835000000.00,,,,,,,,
deferredLongTermAssetCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentAssetsTotal,102997000000.00,106515000000.00,108056000000.00,110342000000.00,110961000000.00,114086000000.00,116702000000.00,118601000000.00,119901000000.00,121973000000.00,123932000000.00,126392000000.00,126612000000.00,128274000000.00,39441000000.00,39596000000.00,39275000000.00,42042000000.00,42356000000.00,42407000000.00,47699000000.00,47796000000.00,48898000000.00,49563000000.00,49910000000.00,50032000000.00,50117000000.00,49912000000.00,50336000000.00,50420000000.00,37098000000.00,36736000000.00,36920000000.00,36978000000.00,11291000000.00,11459000000.00,10899000000.00,11251000000.00,11328000000.00,11350000000.00,11709000000.00,12248000000.00,12246000000.00,11654000000.00,11799240000.00,11716594000.00,12210515000.00,12303011000.00,,,,
capitalLeaseObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
longTermDebtTotal,,55812000000.00,59292000000.00,59135000000.00,60399000000.00,61002000000.00,63522000000.00,64189000000.00,74049000000.00,74237000000.00,74183000000.00,77554000000.00,82282000000.00,82061000000.00,63284000000.00,62975000000.00,33126000000.00,31619000000.00,35066000000.00,35002000000.00,36487000000.00,30579000000.00,30906000000.00,30953000000.00,33974000000.00,33817000000.00,36526000000.00,36440000000.00,37284000000.00,37328000000.00,29490000000.00,29240000000.00,31359000000.00,27116000000.00,10683000000.00,10565000000.00,14469000000.00,14470000000.00,14386000000.00,14292000000.00,14375000000.00,14326000000.00,14601000000.00,,,,,,,,,
nonCurrentLiabilitiesOther,31644000000.00,32294000000.00,32249000000.00,30655000000.00,30215000000.00,30768000000.00,28023000000.00,28701000000.00,29097000000.00,28796000000.00,26866000000.00,27607000000.00,23384000000.00,23306000000.00,17900000000.00,17597000000.00,15990000000.00,16000000000.00,14509000000.00,14490000000.00,15721000000.00,15543000000.00,15521000000.00,15605000000.00,8999000000.00,8518000000.00,8499000000.00,8352000000.00,7646000000.00,7791000000.00,3513000000.00,3695000000.00,3801000000.00,3918000000.00,3589000000.00,3840000000.00,2705000000.00,3040000000.00,3358000000.00,3535000000.00,3425000000.00,3221000000.00,2845000000.00,,,,,,,,,
nonCurrentLiabilitiesTotal,89319000000.00,90230000000.00,93651000000.00,91980000000.00,92586000000.00,94025000000.00,94376000000.00,95899000000.00,106748000000.00,106694000000.00,104817000000.00,108807000000.00,110151000000.00,110152000000.00,82143000000.00,81702000000.00,50174000000.00,48767000000.00,50691000000.00,50559000000.00,53698000000.00,47792000000.00,48731000000.00,49048000000.00,49120000000.00,48726000000.00,51822000000.00,51682000000.00,51054000000.00,52299000000.00,38415000000.00,38211000000.00,41156000000.00,37093000000.00,14272000000.00,14405000000.00,17174000000.00,17510000000.00,17744000000.00,17827000000.00,17800000000.00,17547000000.00,17446000000.00,16869000000.00,1693251000.00,1364758000.00,1395835000.00,1536775000.00,,,,
negativeGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preferredStockRedeemable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capitalSurpluse,,19839000000.00,19619000000.00,19245000000.00,19056000000.00,18906000000.00,18731000000.00,18305000000.00,18108000000.00,17936000000.00,17712000000.00,17384000000.00,17148000000.00,16953000000.00,15401000000.00,15193000000.00,15112000000.00,15028000000.00,14940000000.00,14756000000.00,14680000000.00,14596000000.00,14519000000.00,14270000000.00,14154000000.00,14015000000.00,13889000000.00,13678000000.00,13540000000.00,13046000000.00,13293000000.00,13080000000.00,13005000000.00,12421000000.00,4403000000.00,4194000000.00,4083000000.00,3996000000.00,3905000000.00,3671000000.00,3580000000.00,4074000000.00,3945000000.00,,,,,,,,,
liabilitiesAndStockholdersEquity,136221000000.00,135367000000.00,134544000000.00,138805000000.00,141325000000.00,143186000000.00,143211000000.00,146529000000.00,148858000000.00,147972000000.00,150501000000.00,150565000000.00,149621000000.00,149530000000.00,91199000000.00,89115000000.00,59441000000.00,57142000000.00,56769000000.00,59352000000.00,66164000000.00,61641000000.00,69342000000.00,70786000000.00,68840000000.00,66994000000.00,65664000000.00,66099000000.00,66626000000.00,67211000000.00,53720000000.00,53050000000.00,54832000000.00,53855000000.00,26699000000.00,27547000000.00,28454000000.00,29045000000.00,28657000000.00,29198000000.00,28252000000.00,27910000000.00,27169000000.00,27008000000.00,22729979000.00,17709554000.00,18961563000.00,19657166000.00,,,,
cashAndShortTermInvestments,13290000000.00,8766000000.00,6722000000.00,9229000000.00,11879000000.00,9961000000.00,7572000000.00,9830000000.00,12249000000.00,8600000000.00,9777000000.00,8479000000.00,7950000000.00,6040000000.00,41142000000.00,39924000000.00,10648000000.00,5416000000.00,5228000000.00,8061000000.00,8785000000.00,3743000000.00,9474000000.00,9789000000.00,9554000000.00,7205000000.00,6248000000.00,6423000000.00,7950000000.00,8002000000.00,8600000000.00,8407000000.00,9249000000.00,8279000000.00,7924000000.00,8374000000.00,7728000000.00,10246000000.00,9100000000.00,9895000000.00,9596000000.00,8754000000.00,7479000000.00,7976000000.00,4585605000.00,74537000.00,42991000.00,653581000.00,,,,
propertyPlantAndEquipmentGross,,,,,,,,,,5161000000.00,5193000000.00,5248000000.00,4986000000.00,4908000000.00,2961000000.00,2962000000.00,2894000000.00,2879000000.00,2860000000.00,2883000000.00,2950000000.00,2787000000.00,2828000000.00,2803000000.00,2697000000.00,2657000000.00,2612000000.00,2604000000.00,2638000000.00,2618000000.00,2597000000.00,2565000000.00,2546000000.00,2517000000.00,2431000000.00,2485000000.00,2432000000.00,2387000000.00,2333000000.00,2298000000.00,2244000000.00,2213000000.00,2200000000.00,2247000000.00,2138898000.00,2092021000.00,2168582000.00,2144200000.00,,,,
propertyPlantAndEquipmentNet,4934000000.00,4943000000.00,4931000000.00,4935000000.00,4893000000.00,4958000000.00,5075000000.00,5110000000.00,5130000000.00,5161000000.00,5193000000.00,5248000000.00,4986000000.00,4908000000.00,2961000000.00,2962000000.00,2894000000.00,2879000000.00,2860000000.00,2883000000.00,2950000000.00,2787000000.00,2828000000.00,2803000000.00,2697000000.00,2657000000.00,2612000000.00,2604000000.00,2638000000.00,2618000000.00,2597000000.00,2565000000.00,2546000000.00,2517000000.00,2431000000.00,2485000000.00,2432000000.00,2387000000.00,2333000000.00,2298000000.00,2244000000.00,2213000000.00,2200000000.00,2247000000.00,2138898000.00,2092021000.00,2168582000.00,2144200000.00,,,,
accumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netWorkingCapital,-1549000000.00,-3387000000.00,-1102000000.00,-1075000000.00,-2348000000.00,-5373000000.00,-6012000000.00,-7266000000.00,424000000.00,-2685000000.00,-5382000000.00,-4488000000.00,-1172000000.00,-3390000000.00,35287000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netInvestedCapital,72840000000.00,73881000000.00,75367000000.00,80525000000.00,85600000000.00,87585000000.00,89757000000.00,92092000000.00,94271000000.00,94707000000.00,99240000000.00,99132000000.00,102329000000.00,102140000000.00,59631000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commonStockSharesOutstanding,1771000000.00,1771000000.00,1776000000.00,1781000000.00,1776000000.00,1776000000.00,1778000000.00,1780000000.00,1777000000.00,1776000000.00,1775000000.00,1781000000.00,1774000000.00,1647000000.00,1484000000.00,1487000000.00,1483000000.00,1484000000.00,1483000000.00,1501000000.00,1515000000.00,1572000000.00,1596000000.00,1606000000.00,1603000000.00,1600000000.00,1603000000.00,1623000000.00,1640000000.00,1632000000.00,1625000000.00,1640000000.00,1664000000.00,1633000000.00,1608000000.00,1597000000.00,1610000000.00,1608000000.00,1609000000.00,1608000000.00,1605000000.00,1609000000.00,1605000000.00,1605000000.00,1580000000.00,1625000000.00,1625000000.00,1580000000.00,1580000000.00,1580000000.00,1625000000.00,
investments,-369000000.00,-162000000.00,-350000000.00,15000000.00,1293000000.00,-172000000.00,-1583000000.00,-576000000.00,-486000000.00,-242000000.00,-203000000.00,-231000000.00,-860000000.00,1204000000.00,1000000.00,-619000000.00,1532000000.00,-12000000.00,80000000.00,-160000000.00,-681000000.00,801000000.00,-328000000.00,383000000.00,17000000.00,381000000.00,-526000000.00,-105000000.00,-64000000.00,-1740000000.00,-1309000000.00,-152000000.00,853000000.00,-1644000000.00,8000000.00,17000000.00,1151000000.00,-200000000.00,-660000000.00,321000000.00,-607000000.00,486000000.00,1575000000.00,,,,,,,,,
changeToLiabilities,,453000000.00,-278000000.00,1633000000.00,1072000000.00,-738000000.00,180000000.00,-488000000.00,1080000000.00,72000000.00,427000000.00,-664000000.00,935000000.00,-395000000.00,1065000000.00,-539000000.00,705000000.00,-1381000000.00,94000000.00,-691000000.00,869000000.00,-179000000.00,191000000.00,-19000000.00,974000000.00,-264000000.00,-266000000.00,-212000000.00,-1064000000.00,47000000.00,42000000.00,175000000.00,919000000.00,221000000.00,188000000.00,-193000000.00,216000000.00,395000000.00,-612000000.00,-653000000.00,409000000.00,24000000.00,-206000000.00,,,,,,,,,
totalCashflowsFromInvestingActivities,,-341000000.00,-499000000.00,-448000000.00,1286000000.00,130000000.00,-1591000000.00,-1145000000.00,-615000000.00,-242000000.00,-342000000.00,-627000000.00,-1149000000.00,-35652000000.00,-129000000.00,-615000000.00,1378000000.00,-140000000.00,-27000000.00,-283000000.00,-963000000.00,687000000.00,-447000000.00,201000000.00,-109000000.00,318000000.00,-684000000.00,-119000000.00,-199000000.00,-4298000000.00,-1458000000.00,-297000000.00,745000000.00,-12511000000.00,-873000000.00,2514000000.00,-2284000000.00,-359000000.00,-797000000.00,123000000.00,-964000000.00,233000000.00,1487000000.00,,,,,553899000.00,,,,
netBorrowings,,-1002000000.00,-1351000000.00,-6851000000.00,-2701000000.00,-2000000.00,-2879000000.00,-3752000000.00,-1201000000.00,-3461000000.00,-3461000000.00,-1269000000.00,-651000000.00,-783000000.00,-763000000.00,28241000000.00,1150000000.00,-368000000.00,-3200000000.00,-321000000.00,3412000000.00,138000000.00,-40000000.00,-408000000.00,395000000.00,-7000000.00,17000000.00,212000000.00,-495000000.00,5808000000.00,-6000000.00,-375000000.00,765000000.00,15966000000.00,85000000.00,116000000.00,5000000.00,301000000.00,-410000000.00,-18000000.00,-54000000.00,67000000.00,-843000000.00,,,,,,,,,
