,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30
date,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30
filing_date,2023-11-17,2023-08-02,2023-05-03,2023-02-07,2022-11-22,2022-08-05,2022-05-06,2022-02-04,2021-11-23,2021-08-05,2021-05-06,2021-02-05,2020-11-30,2020-08-06,2020-05-05,2020-02-07,2019-11-22,2019-08-07,2019-05-09,2019-02-11,2018-11-29,2018-07-30,2018-05-07,2018-01-30,2017-11-22,2017-07-31,2017-05-01,2017-02-08,2016-11-29,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,
currency_symbol,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD
retainedEarnings,,-1038000000.00,-1111000000.00,-1175347724.91,-1108000000.00,-1153000000.00,-1123000000.00,-1042000000.00,-988000000.00,-1948000000.00,-1877000000.00,-1946000000.00,-2096000000.00,-2060000000.00,-1735000000.00,-1716000000.00,-1545000000.00,-1541000000.00,-1220000000.00,-1070000000.00,-1028000000.00,327000000.00,299000000.00,492000000.00,734000000.00,454000000.00,250000000.00,84000000.00,4452000000.00,5137000000.00,84000000.00,,,,,,
otherLiab,,,,,673000000.00,723000000.00,539000000.00,775000000.00,798000000.00,776000000.00,782000000.00,779000000.00,523000000.00,537000000.00,543000000.00,555000000.00,559000000.00,523000000.00,530000000.00,533000000.00,564000000.00,697000000.00,717000000.00,731000000.00,393000000.00,739000000.00,670000000.00,641000000.00,891000000.00,464000000.00,481000000.00,564000000.00,500000000.00,,,,447000000.00
goodWill,2094000000.00,2115000000.00,2135000000.00,2128000000.00,2057000000.00,2122000000.00,2198000000.00,2209000000.00,2212000000.00,2069000000.00,2059000000.00,2109000000.00,2057000000.00,2039000000.00,2018000000.00,2157000000.00,2150000000.00,2182000000.00,2165000000.00,2175000000.00,2182000000.00,2216000000.00,2293000000.00,2545000000.00,2515000000.00,2190000000.00,2114000000.00,2082000000.00,2179000000.00,2169000000.00,2184000000.00,2131000000.00,2160000000.00,,,,2334000000.00
otherAssets,1412000000.00,1394000000.00,,-388207916.44,1219000000.00,1292000000.00,10630000000.00,12496000000.00,6520000000.00,1028000000.00,995000000.00,1583000000.00,657000000.00,764000000.00,767000000.00,626000000.00,599000000.00,619000000.00,857000000.00,865000000.00,888000000.00,1270000000.00,1041000000.00,6020000000.00,6169000000.00,5587000000.00,5291000000.00,5129000000.00,5147000000.00,4465000000.00,4555000000.00,4458000000.00,4492000000.00,,,,4300000000.00
cash,1110000000.00,908000000.00,826000000.00,901000000.00,947000000.00,892000000.00,1118000000.00,2080000000.00,1521000000.00,1000000000.00,984000000.00,1820000000.00,1692000000.00,1032000000.00,1640000000.00,965000000.00,924000000.00,1025000000.00,491000000.00,406000000.00,687000000.00,378000000.00,353000000.00,390000000.00,709000000.00,669000000.00,729000000.00,709000000.00,105000000.00,120000000.00,66000000.00,58000000.00,44000000.00,,,,45000000.00
cashAndEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCurrentLiabilities,3738000000.00,3720000000.00,3671000000.00,3418000000.00,3501000000.00,3387000000.00,3658000000.00,3742000000.00,3494000000.00,3631000000.00,3661000000.00,3584000000.00,3819000000.00,3083000000.00,4223000000.00,3683000000.00,3835000000.00,3963000000.00,4004000000.00,3675000000.00,4192000000.00,4025000000.00,4435000000.00,3993000000.00,4328000000.00,3832000000.00,4087000000.00,3830000000.00,4260000000.00,3889000000.00,3967000000.00,3654000000.00,4011000000.00,,,,4936000000.00
currentDeferredRevenue,,383000000.00,,,,,,401000000.00,372000000.00,535000000.00,526000000.00,546000000.00,374000000.00,474000000.00,433000000.00,305000000.00,487000000.00,531000000.00,527000000.00,316000000.00,472000000.00,467000000.00,539000000.00,533000000.00,680000000.00,633000000.00,618000000.00,609000000.00,781000000.00,776000000.00,703000000.00,565000000.00,672000000.00,,,,
netDebt,1425000000.00,1626000000.00,1707000000.00,1739000000.00,1631000000.00,1835000000.00,1818000000.00,1576000000.00,2175000000.00,2757000000.00,2684000000.00,2541000000.00,2615000000.00,3495000000.00,2923000000.00,2789000000.00,2814000000.00,2752000000.00,2892000000.00,3003000000.00,2743000000.00,3061000000.00,3325000000.00,3111000000.00,2769000000.00,2730000000.00,2623000000.00,2752000000.00,3459000000.00,-62000000.00,105000000.00,20000000.00,15000000.00,,,,
shortTermDebt,134000000.00,2000000.00,2000000.00,13000000.00,14000000.00,20000000.00,170000000.00,174000000.00,184000000.00,215000000.00,22000000.00,19000000.00,210000000.00,380000000.00,846000000.00,14000000.00,30000000.00,15000000.00,10000000.00,10000000.00,8000000.00,17000000.00,175000000.00,40000000.00,38000000.00,6000000.00,19000000.00,104000000.00,79000000.00,29000000.00,139000000.00,46000000.00,24000000.00,,,,10000000.00
shortLongTermDebt,134000000.00,2000000.00,2000000.00,13941168.27,14000000.00,20000000.00,170000000.00,174000000.00,184000000.00,215000000.00,22000000.00,19000000.00,210000000.00,380000000.00,846000000.00,14000000.00,30000000.00,15000000.00,10000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,2000000.00,3399000000.00,19000000.00,104000000.00,38000000.00,66000000.00,178000000.00,,8000000.00,,,,10000000.00
shortLongTermDebtTotal,2535000000.00,2534000000.00,2533000000.00,2640000000.00,2578000000.00,2727000000.00,2936000000.00,3656000000.00,3696000000.00,3757000000.00,3668000000.00,4361000000.00,4307000000.00,4527000000.00,4563000000.00,3754000000.00,3738000000.00,3777000000.00,3383000000.00,3409000000.00,3430000000.00,3439000000.00,3678000000.00,3501000000.00,3478000000.00,3399000000.00,3352000000.00,3461000000.00,3564000000.00,58000000.00,171000000.00,78000000.00,59000000.00,,,,
otherStockholderEquity,2228000000.00,3966000000.00,3995000000.00,4150197943.14,4026000000.00,4018000000.00,4008000000.00,3998000000.00,3991000000.00,3993000000.00,3985000000.00,3980000000.00,3974000000.00,3968000000.00,3966000000.00,3963000000.00,3962000000.00,3959000000.00,3956000000.00,3954000000.00,3951000000.00,3960000000.00,3955000000.00,3952000000.00,3942000000.00,3966000000.00,4008000000.00,3899000000.00,165000000.00,420000000.00,,,-247000000.00,,,,276000000.00
propertyPlantEquipment,,1397000000.00,1416000000.00,1419000000.00,1377000000.00,1443000000.00,1523000000.00,1558000000.00,1607000000.00,1549000000.00,1551000000.00,1606000000.00,1581000000.00,1916000000.00,1923000000.00,2064000000.00,1671000000.00,1687000000.00,1641000000.00,1695000000.00,1683000000.00,2402000000.00,2611000000.00,2546000000.00,2502000000.00,2302000000.00,2188000000.00,2138000000.00,2195000000.00,2079000000.00,2125000000.00,2087000000.00,2139000000.00,,,,2406000000.00
totalCurrentAssets,4316000000.00,4406000000.00,4269000000.00,4087000000.00,4163000000.00,4062000000.00,4317000000.00,5091000000.00,5069000000.00,4114000000.00,4090000000.00,4496000000.00,4482000000.00,3459000000.00,4276000000.00,3799000000.00,4116000000.00,4253000000.00,3926000000.00,3668000000.00,4309000000.00,4172000000.00,4596000000.00,4077000000.00,4499000000.00,4171000000.00,4440000000.00,3990000000.00,5691000000.00,3688000000.00,3634000000.00,3489000000.00,3806000000.00,,,,4500000000.00
longTermInvestments,303000000.00,296000000.00,311000000.00,328153653.12,286000000.00,348000000.00,376000000.00,367000000.00,335000000.00,616000000.00,848000000.00,838000000.00,707000000.00,1090000000.00,1279000000.00,1321000000.00,1399000000.00,1407000000.00,1544000000.00,1489000000.00,1407000000.00,1764000000.00,2012000000.00,1924000000.00,1793000000.00,1967000000.00,1852000000.00,1765000000.00,1714000000.00,1694000000.00,1768000000.00,,1646000000.00,,,,564000000.00
netTangibleAssets,,2231000000.00,2252000000.00,2237000000.00,-451000000.00,2168000000.00,2333000000.00,-414000000.00,-391000000.00,-1030000000.00,1533000000.00,-1060000000.00,-1244000000.00,-1139000000.00,-858000000.00,-809000000.00,-707000000.00,-689000000.00,-349000000.00,-231000000.00,-203000000.00,1164000000.00,1281000000.00,1059000000.00,1249000000.00,1657000000.00,1464000000.00,1112000000.00,1884000000.00,,,,3337000000.00,,,,2954000000.00
shortTermInvestments,,,,22153653.12,,,,,335000000.00,,,838000000.00,,1090000000.00,1279000000.00,1321000000.00,1399000000.00,1407000000.00,1544000000.00,1489000000.00,1407000000.00,1764000000.00,0.00,1924000000.00,1793000000.00,1967000000.00,1852000000.00,1765000000.00,1748000000.00,,,,,,,,
netReceivables,1874000000.00,2074000000.00,2031000000.00,1755000000.00,1852000000.00,1761000000.00,1742000000.00,1597000000.00,1426000000.00,1451000000.00,1757000000.00,1432000000.00,1641000000.00,1161000000.00,1344000000.00,1522000000.00,1905000000.00,1853000000.00,1976000000.00,1766000000.00,2091000000.00,2234000000.00,2580000000.00,2074000000.00,2224000000.00,2015000000.00,2197000000.00,1823000000.00,2082000000.00,2132000000.00,2195000000.00,1922000000.00,2134000000.00,,,,2119000000.00
longTermDebt,2401000000.00,2532000000.00,2531000000.00,2817188388.08,2564000000.00,2707000000.00,2766000000.00,3482000000.00,3512000000.00,3542000000.00,3646000000.00,4342000000.00,4097000000.00,4147000000.00,3717000000.00,3740000000.00,3708000000.00,3762000000.00,3373000000.00,3399000000.00,3422000000.00,3422000000.00,3503000000.00,3461000000.00,3440000000.00,3393000000.00,3333000000.00,3357000000.00,3485000000.00,29000000.00,32000000.00,32000000.00,35000000.00,,,,46000000.00
inventory,841000000.00,877000000.00,919000000.00,972000000.00,953000000.00,953000000.00,998000000.00,942000000.00,960000000.00,850000000.00,756000000.00,711000000.00,685000000.00,737000000.00,775000000.00,772000000.00,793000000.00,783000000.00,828000000.00,839000000.00,824000000.00,774000000.00,781000000.00,762000000.00,735000000.00,654000000.00,645000000.00,635000000.00,660000000.00,691000000.00,722000000.00,701000000.00,701000000.00,,,,745000000.00
accountsPayable,,2646000000.00,2677000000.00,2597346888.44,2478000000.00,2361000000.00,2468000000.00,2284000000.00,2130000000.00,2094000000.00,2378000000.00,2228000000.00,2179000000.00,1465000000.00,2203000000.00,2511000000.00,2709000000.00,2751000000.00,2880000000.00,2590000000.00,3101000000.00,2851000000.00,3106000000.00,2768000000.00,2958000000.00,2498000000.00,2733000000.00,2410000000.00,2776000000.00,2503000000.00,2595000000.00,2462000000.00,2653000000.00,,,,2856000000.00
totalPermanentEquity,,,,,,,,,,,,,,,,,,,,,2717000000.00,4153000000.00,4395000000.00,4429000000.00,4592000000.00,4074000000.00,3783000000.00,3391000000.00,,,,,,,,,
noncontrollingInterestInConsolidatedEntity,,311000000.00,335000000.00,317000000.00,302000000.00,330000000.00,340000000.00,335000000.00,342000000.00,340000000.00,353000000.00,345000000.00,322000000.00,322000000.00,342000000.00,341000000.00,,362000000.00,373000000.00,358000000.00,325000000.00,313000000.00,326000000.00,321000000.00,313000000.00,147000000.00,151000000.00,133000000.00,,,,,,,,,
temporaryEquityRedeemableNoncontrollingInterests,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
accumulatedOtherComprehensiveIncome,,-754000000.00,-687000000.00,-782850218.23,-845000000.00,-742000000.00,-600000000.00,-612000000.00,-627000000.00,-578000000.00,-619000000.00,-582000000.00,-665000000.00,-658000000.00,-690000000.00,-504000000.00,-569000000.00,-499000000.00,-479000000.00,-518000000.00,-531000000.00,-447000000.00,-185000000.00,-336000000.00,-397000000.00,-493000000.00,-626000000.00,-725000000.00,-276000000.00,-289000000.00,-208000000.00,-397000000.00,-247000000.00,,,,
additionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,3951000000.00,3960000000.00,3955000000.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
commonStockTotalEquity,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,5018000000.00,6001000000.00,5873000000.00,,,,
preferredStockTotalEquity,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
retainedEarningsTotalEquity,,-1038000000.00,-1111000000.00,-1096000000.00,-1108000000.00,-1153000000.00,-1123000000.00,-1042000000.00,-988000000.00,-1948000000.00,-1877000000.00,-1946000000.00,-2096000000.00,-2060000000.00,-1735000000.00,-1716000000.00,,-1541000000.00,-1220000000.00,-1070000000.00,-1028000000.00,327000000.00,299000000.00,492000000.00,734000000.00,454000000.00,250000000.00,84000000.00,,,,,,,,,
treasuryStock,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
accumulatedAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrrentAssetsOther,921000000.00,847000000.00,893000000.00,870000000.00,808000000.00,836000000.00,903000000.00,945000000.00,984000000.00,1028000000.00,995000000.00,1050000000.00,991000000.00,1089000000.00,1101000000.00,1002000000.00,601000000.00,619000000.00,857000000.00,882000000.00,901000000.00,1283000000.00,1043000000.00,1018000000.00,1318000000.00,1328000000.00,1225000000.00,1180000000.00,1107000000.00,486000000.00,482000000.00,531000000.00,557000000.00,,,,
deferredLongTermAssetCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentAssetsTotal,5108000000.00,5076000000.00,5210000000.00,5186000000.00,4995000000.00,5253000000.00,5537000000.00,5628000000.00,5693000000.00,5690000000.00,5885000000.00,6048000000.00,5779000000.00,6160000000.00,6370000000.00,6565000000.00,6226000000.00,6321000000.00,6648000000.00,6690000000.00,6633000000.00,8166000000.00,8493000000.00,8566000000.00,8671000000.00,7889000000.00,7479000000.00,7267000000.00,7342000000.00,6544000000.00,6680000000.00,6545000000.00,6631000000.00,,,,
capitalLeaseObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
longTermDebtTotal,,2532000000.00,2531000000.00,2627000000.00,2564000000.00,2707000000.00,2766000000.00,3482000000.00,3512000000.00,3542000000.00,3646000000.00,4342000000.00,4097000000.00,4147000000.00,3717000000.00,3740000000.00,3708000000.00,3762000000.00,3373000000.00,3399000000.00,3422000000.00,3422000000.00,3503000000.00,3461000000.00,3440000000.00,3393000000.00,3333000000.00,3357000000.00,,,,,,,,,
nonCurrentLiabilitiesOther,682000000.00,688000000.00,690000000.00,674000000.00,673000000.00,723000000.00,757000000.00,775000000.00,798000000.00,642000000.00,782000000.00,779000000.00,767000000.00,635000000.00,648000000.00,673000000.00,408000000.00,404000000.00,416000000.00,533000000.00,564000000.00,697000000.00,717000000.00,731000000.00,782000000.00,739000000.00,670000000.00,641000000.00,,,,,,,,,
nonCurrentLiabilitiesTotal,3083000000.00,3220000000.00,3221000000.00,3301000000.00,3237000000.00,3430000000.00,3523000000.00,4257000000.00,4310000000.00,4318000000.00,4428000000.00,5121000000.00,4864000000.00,4922000000.00,4505000000.00,4559000000.00,4267000000.00,4285000000.00,3903000000.00,3932000000.00,3986000000.00,4119000000.00,4220000000.00,4192000000.00,4222000000.00,4132000000.00,4003000000.00,3998000000.00,4398000000.00,1315000000.00,1344000000.00,596000000.00,628000000.00,,,,
negativeGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warrants,,57000000.00,55000000.00,45000000.00,45000000.00,45000000.00,48000000.00,41000000.00,240000000.00,48000000.00,44000000.00,42000000.00,43000000.00,42000000.00,35000000.00,38000000.00,,45000000.00,37000000.00,27000000.00,47000000.00,41000000.00,39000000.00,29000000.00,28000000.00,22000000.00,46000000.00,38000000.00,,,,,,,,,
preferredStockRedeemable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capitalSurpluse,,3966000000.00,3995000000.00,4018000000.00,4026000000.00,4018000000.00,4008000000.00,3998000000.00,3991000000.00,3993000000.00,3985000000.00,3980000000.00,3974000000.00,3968000000.00,3966000000.00,3963000000.00,3962000000.00,3959000000.00,3956000000.00,3954000000.00,3951000000.00,3960000000.00,3955000000.00,3952000000.00,3942000000.00,3966000000.00,4008000000.00,3899000000.00,,,,,,,,,
liabilitiesAndStockholdersEquity,9424000000.00,9482000000.00,9479000000.00,9273000000.00,9158000000.00,9315000000.00,9854000000.00,10719000000.00,10762000000.00,9804000000.00,9975000000.00,10544000000.00,10261000000.00,9619000000.00,10646000000.00,10364000000.00,10342000000.00,10574000000.00,10574000000.00,10358000000.00,10942000000.00,12338000000.00,13089000000.00,12643000000.00,13170000000.00,12060000000.00,11919000000.00,11257000000.00,13033000000.00,10232000000.00,10314000000.00,10034000000.00,10437000000.00,,,,
cashAndShortTermInvestments,1110000000.00,908000000.00,826000000.00,901000000.00,947000000.00,892000000.00,1118000000.00,2080000000.00,1521000000.00,1000000000.00,984000000.00,1820000000.00,1692000000.00,1032000000.00,1640000000.00,965000000.00,924000000.00,1025000000.00,491000000.00,406000000.00,687000000.00,378000000.00,353000000.00,390000000.00,709000000.00,669000000.00,729000000.00,709000000.00,105000000.00,120000000.00,66000000.00,58000000.00,44000000.00,,,,
propertyPlantAndEquipmentGross,,1397000000.00,1416000000.00,1419000000.00,,1443000000.00,1523000000.00,1558000000.00,,1549000000.00,1551000000.00,1606000000.00,1581000000.00,1592000000.00,1591000000.00,1690000000.00,1671000000.00,1687000000.00,1641000000.00,1695000000.00,1683000000.00,2402000000.00,2611000000.00,2546000000.00,2502000000.00,2302000000.00,2188000000.00,2138000000.00,2195000000.00,2079000000.00,2125000000.00,2087000000.00,2139000000.00,,,,
propertyPlantAndEquipmentNet,1382000000.00,1397000000.00,1416000000.00,1419000000.00,1377000000.00,1443000000.00,1523000000.00,1558000000.00,1607000000.00,1549000000.00,1551000000.00,1606000000.00,1581000000.00,1592000000.00,1591000000.00,1690000000.00,1671000000.00,1687000000.00,1641000000.00,1695000000.00,1683000000.00,2402000000.00,2611000000.00,2546000000.00,2502000000.00,2302000000.00,2188000000.00,2138000000.00,2195000000.00,2079000000.00,2125000000.00,2087000000.00,2139000000.00,,,,
accumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netWorkingCapital,578000000.00,686000000.00,598000000.00,717433967.12,662000000.00,675000000.00,659000000.00,1349000000.00,1575000000.00,483000000.00,429000000.00,912000000.00,663000000.00,376000000.00,53000000.00,,,,,,,,,,,,,,,,,,,,,,
netInvestedCapital,4763000000.00,4708000000.00,4730000000.00,5181825006.17,4651000000.00,4850000000.00,5221000000.00,6000000000.00,6072000000.00,5224000000.00,5157000000.00,5813000000.00,5520000000.00,5777000000.00,6104000000.00,,,,,,,,,,,,,,,,,,,,,,
commonStockSharesOutstanding,94800000.00,94900000.00,95300000.00,95900000.00,96000000.00,94800000.00,94811378.00,94600000.00,95800000.00,94200000.00,96000000.00,94800000.00,93900000.00,93900000.00,93800000.00,93700000.00,93700000.00,93600000.00,93500000.00,93500000.00,93500000.00,93700000.00,93400000.00,93200000.00,93200000.00,93900000.00,94100000.00,93900000.00,93900000.00,93500000.00,93500000.00,93500000.00,93500000.00,93500000.00,93500000.00,93500000.00,
investments,-65000000.00,-53000000.00,-61000000.00,-53619877.96,-55000000.00,-60000000.00,-53000000.00,-30000000.00,694000000.00,-252000000.00,-34000000.00,-61000000.00,-47000000.00,-72000000.00,10000000.00,-128000000.00,-105000000.00,14000000.00,-72000000.00,-11000000.00,11000000.00,-10000000.00,1000000.00,-5000000.00,-5000000.00,-5000000.00,-5000000.00,-6000000.00,-24000000.00,,,,-44000000.00,,,,16000000.00
changeToLiabilities,,58000000.00,248000000.00,-206000000.00,275000000.00,4000000.00,125000000.00,104000000.00,-263000000.00,-277000000.00,183000000.00,-93000000.00,847000000.00,-696000000.00,-234000000.00,-256000000.00,-6000000.00,-120000000.00,339000000.00,-474000000.00,322000000.00,-164000000.00,214000000.00,-366000000.00,223000000.00,-376000000.00,245000000.00,-365000000.00,57000000.00,,,,8000000.00,,,,29000000.00
totalCashflowsFromInvestingActivities,,-53000000.00,-61000000.00,-50000000.00,-55000000.00,-60000000.00,-53000000.00,652000000.00,694000000.00,-252000000.00,-34000000.00,-61000000.00,446000000.00,-72000000.00,-80000000.00,-128000000.00,-105000000.00,-88000000.00,-72000000.00,-118000000.00,-73000000.00,-145000000.00,-123000000.00,-146000000.00,-397000000.00,-105000000.00,-90000000.00,-203000000.00,-425000000.00,-126000000.00,-73000000.00,,-489000000.00,,,,-586000000.00
netBorrowings,,,-120000000.00,-7000000.00,-105000000.00,-144000000.00,-745000000.00,-8000000.00,-46000000.00,59000000.00,-685000000.00,-15000000.00,-282000000.00,-65000000.00,832000000.00,-19000000.00,14000000.00,360000000.00,-4000000.00,-2000000.00,-8000000.00,-159000000.00,133000000.00,1000000.00,30000000.00,-81000000.00,-84000000.00,9000000.00,1487000000.00,,,,-32000000.00,,,,21000000.00
totalCashFromFinancingActivities,-10000000.00,-43000000.00,-149000000.00,-69000000.00,-109000000.00,-147000000.00,-938000000.00,-79000000.00,-52000000.00,44000000.00,-694000000.00,-68000000.00,-286000000.00,-73000000.00,826000000.00,-74000000.00,3000000.00,349000000.00,-11000000.00,-38000000.00,-51000000.00,-207000000.00,94000000.00,-49000000.00,-27000000.00,-128000000.00,-51000000.00,833000000.00,1607000000.00,30000000.00,-125000000.00,4000000.00,-180000000.00,-233000000.00,235000000.00,271000000.00,-225000000.00
