,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31,1999-09-30,1999-06-30,1999-03-31,1998-12-31,1998-09-30,1998-06-30,1998-03-31,1997-12-31,1997-09-30,1997-06-30,1997-03-31,1996-12-31,1996-09-30,1996-06-30,1996-03-31,1995-12-31,1995-09-30,1995-06-30,1995-03-31,1994-12-31,1994-09-30,1994-06-30,1994-03-31,1993-12-31,1993-09-30,1993-06-30,1993-03-31,1992-12-31,1992-09-30,1992-06-30,1992-03-31,1991-12-31,1991-09-30,1991-06-30,1991-03-31,1990-03-31,1989-03-31
propertyPlantEquipment,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCurrentAssets,,,660.00,124247000.00,640000.00,0.71,1588232000.00,1285700000.00,,,,2790878000.00,,,,1094866000.00,,,,1169554000.00,0.00,0.00,0.00,816350000.00,0.00,0.00,0.00,946097000.00,0.00,0.00,0.00,565274000.00,0.00,0.00,0.00,476277000.00,0.00,0.00,0.00,980584000.00,0.00,0.00,0.00,1551326000.00,0.00,0.00,11606000.00,1279855000.00,3656000.00,1586000.00,8973000.00,1109891000.00,1547000.00,,6763000.00,985331000.00,,,2591000.00,2572569000.00,,,2157000.00,2370019000.00,,,3915000.00,692000.00,,,16000.00,89000.00,135652000.00,104.00,45500.00,1489041000.00,-72572000.00,752000.00,778000.00,1285801000.00,94877000.00,893000.00,960000.00,1174323000.00,1261000.00,1467000.00,1469000.00,1415158000.00,3548000.00,2955000.00,1306334000.00,1306334000.00,3270000.00,2671000.00,2272000.00,1883000.00,1326258000.00,1242079000.00,1234142000.00,934190000.00,940444000.00,886213000.00,749100000.00,606585000.00,606972000.00,503960000.00,595262000.00,551693000.00,477423000.00,429037000.00,446641000.00,446641000.00,456648000.00,418815000.00,404016000.00,381577000.00,437329000.00,426525000.00,462276000.00,501800000.00,565300000.00,410700000.00,,295400000.00,,,291900000.00,307500000.00,366500000.00,313800000.00,268100000.00,,
longTermInvestments,1973046000.00,2043974000.00,2052965000.00,2074626000.00,1570356000.00,1462265000.00,1588232000.00,1623764000.00,1550187000.00,1604945000.00,1632943000.00,1605941000.00,1496263000.00,1486617000.00,1517198000.00,1554203000.00,1455278000.00,1470054000.00,1428703000.00,1490701000.00,1489182000.00,1534935000.00,1560834000.00,1544704000.00,1441672000.00,1441058000.00,1512171000.00,1540508000.00,1474916000.00,1518683000.00,1566847000.00,1589965000.00,1525599000.00,1612739000.00,1605141000.00,1627740000.00,1536424000.00,1535142000.00,1522631000.00,1533654000.00,1425344000.00,1617287000.00,1615585000.00,1560536000.00,1605472000.00,1657890000.00,1660890000.00,1619980000.00,1762457000.00,1779944000.00,1787646000.00,1786291000.00,1741835000.00,1754978000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netTangibleAssets,,2043835000.00,2051754000.00,2073003000.00,1569747000.00,1461537000.00,1587238000.00,1621624000.00,1549659000.00,1604196000.00,1625289000.00,1604157000.00,1495992000.00,1486722000.00,1516434000.00,1552538000.00,1454602000.00,1469417000.00,1429469000.00,1490057000.00,1488657000.00,1534306000.00,1560708000.00,1543550000.00,1441448000.00,1440511000.00,1511858000.00,1539889000.00,1474784000.00,1518747000.00,1560896000.00,1589691000.00,1525569000.00,1612144000.00,1598877000.00,1627510000.00,1535868000.00,1534896000.00,1516640000.00,1532878000.00,1420264000.00,1617130000.00,1608257000.00,1560082000.00,1600464000.00,1654199000.00,1667199000.00,1626173000.00,1765981000.00,1781581000.00,1788779000.00,1787110000.00,1743309000.00,1754764000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shortTermInvestments,,,,947000.00,947.00,1462265000.00,1588232000.00,613025000.00,,,,1753478000.00,,,,1094866000.00,,,,1169554000.00,0.00,0.00,0.00,816350000.00,0.00,0.00,0.00,946097000.00,0.00,0.00,0.00,565274000.00,0.00,0.00,0.00,476277000.00,0.00,0.00,0.00,980584000.00,0.00,0.00,0.00,1551326000.00,0.00,0.00,0.00,1279855000.00,0.00,,0.00,1109891000.00,0.00,,,985331000.00,,,,2572569000.00,,,,2370019000.00,,,,1863957000.00,,,,1720809000.00,,,,1489041000.00,,,,1285801000.00,,,,1174323000.00,,,,,,,1306334000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netReceivables,,,,82523000.00,419357000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11606000.00,5479000.00,3656000.00,1586000.00,8973000.00,1277000.00,1547000.00,,6763000.00,,,,2591000.00,,,,2157000.00,,,,3915000.00,,,,16000.00,,,,,,610000.00,752000.00,778000.00,755000.00,843000.00,893000.00,960000.00,1064000.00,1261000.00,1467000.00,1469000.00,1841000.00,3548000.00,2955000.00,2517000.00,,3270000.00,2671000.00,2272000.00,1883000.00,193897000.00,380158000.00,215411000.00,173015000.00,151857000.00,163737000.00,160413000.00,139714000.00,120703000.00,116279000.00,114667000.00,109301000.00,99634000.00,100059000.00,85612000.00,85612000.00,77142000.00,82443000.00,80300000.00,84869000.00,85898000.00,81588000.00,91486000.00,108800000.00,2200000.00,,,200000.00,,,,800000.00,,,,,
longTermDebt,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inventory,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accountsPayable,,,,-17793000.00,-33134.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8158000.00,6053000.00,4307000.00,3343000.00,0.00,0.00,0.00,,0.00,0.00,0.00,160000.00,,1484000.00,1199000.00,1950000.00,,4825000.00,6691000.00,6889000.00,,7460000.00,7898000.00,7246000.00,,7149000.00,6397000.00,7120000.00,,7197000.00,7206000.00,7400000.00,104000.00,7664000.00,6334000.00,7111000.00,6571000.00,6705000.00,6751000.00,6775000.00,1563000.00,6723000.00,7350000.00,7427000.00,2159000.00,7730000.00,9704000.00,8458000.00,6733000.00,8287000.00,2668000.00,248000.00,5892000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalPermanentEquity,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noncontrollingInterestInConsolidatedEntity,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temporaryEquityRedeemableNoncontrollingInterests,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accumulatedOtherComprehensiveIncome,-52130000.00,-46487000.00,-48372000.00,-51008000.00,-59799000.00,-48304000.00,-36909000.00,-32705000.00,-38903.00,-35889.00,-36934.00,-34000000.00,-39000000.00,-45000000.00,-48000000.00,-41000000.00,-43000000.00,-39000000.00,-38000000.00,-39000000.00,-38000000.00,-37000000.00,-30000000.00,-33000000.00,-33000000.00,-36000000.00,-39000000.00,-42000000.00,-33000000.00,-34000000.00,-33000000.00,-35000000.00,-33000000.00,-31000000.00,-33000000.00,-29000000.00,-16000000.00,-11000000.00,-12000000.00,-13000000.00,-20000000.00,-13000000.00,-22000000.00,-18000000.00,-12000000.00,-15000000.00,-14000000.00,-14000000.00,-9000000.00,-4000000.00,-7000000.00,-12000000.00,-7000000.00,-19000000.00,-15000000.00,-8000000.00,-9000000.00,-8000000.00,-26000000.00,-24000000.00,4000000.00,20000000.00,20000000.00,18000000.00,17000000.00,14000000.00,11000000.00,11000000.00,,,,8000000.00,,,,,,,,27568000.00,,,,,,,,,,,,,,-17177000.00,-16605000.00,,476854000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
additionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commonStockTotalEquity,,,,,,,,,,1691074000.00,1714196000.00,1658226000.00,1557885000.00,1558187000.00,1593541000.00,1620602000.00,1531774000.00,1544293000.00,1491951000.00,1557277000.00,1557838000.00,1603344000.00,1611374000.00,1592187000.00,1491312000.00,1494587000.00,1566948000.00,1593645000.00,1519399000.00,1562485000.00,1604813000.00,1635043000.00,1569788000.00,1655211000.00,1644262000.00,1669959000.00,1566417000.00,1557369000.00,1541214000.00,1559457000.00,1452948000.00,1745738000.00,1733158000.00,1724541000.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260550000.00,1260550000.00,698797000.00,796793000.00,265608000.00,265608000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preferredStockTotalEquity,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retainedEarningsTotalEquity,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treasuryStock,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accumulatedAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrrentAssetsOther,-1973046000.00,-2043974000.00,-2052965000.00,-2074626000.00,-1570356000.00,-1462265000.00,-1588232000.00,-1623764000.00,-1550187000.00,-1604945000.00,-1632943000.00,-1605941000.00,-1496263000.00,-1486617000.00,-1517198000.00,-1094805000.00,-1455278000.00,-1470054000.00,-1428703000.00,-4315678000.00,-1489182000.00,-1534935000.00,-1560834000.00,-3988834000.00,-1441672000.00,-1441058000.00,-1512171000.00,-4147403000.00,-1474916000.00,-1518683000.00,-1566847000.00,-3755791000.00,-1525599000.00,-1612739000.00,-1605141000.00,-3692339000.00,-1536424000.00,-1535142000.00,-1522631000.00,-4135998000.00,-1425344000.00,-1617287000.00,-1615585000.00,-4668904000.00,-1605472000.00,-1657890000.00,-1660890000.00,-4417633000.00,-1762457000.00,-1779944000.00,-1787646000.00,-4253646000.00,-1741835000.00,-1754978000.00,-1783644000.00,-4102342000.00,-1680106000.00,-1655082000.00,-1599128000.00,-5707694000.00,-1610189000.00,-1645472000.00,-1627785000.00,-5526535000.00,-1616425000.00,-1601735000.00,-1559202000.00,-1567733000.00,-1497060000.00,-1479300000.00,-1463660000.00,-1376503000.00,-1368485000.00,-1358622000.00,-1340034000.00,-4691086000.00,-1279442000.00,-1279054000.00,-1256695000.00,-4508428000.00,-1209506000.00,-1244437000.00,-1226499000.00,-4417341000.00,-1230583000.00,-1239586000.00,-1232882000.00,-1413317000.00,-1242786000.00,-1250796000.00,-3468205000.00,,,,,-270177000.00,99029000.00,100216000.00,101180000.00,102001000.00,94363000.00,95479000.00,96517000.00,97398000.00,98280000.00,99160000.00,115634000.00,116721000.00,238826000.00,242849000.00,84209000.00,84209000.00,86402000.00,88589000.00,90775000.00,92962000.00,95089000.00,97276000.00,99456000.00,30700000.00,32500000.00,34200000.00,,37700000.00,,,43200000.00,45000000.00,45100000.00,46800000.00,48500000.00,,
deferredLongTermAssetCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentAssetsTotal,1973046000.00,2043974000.00,2052965000.00,990685000.00,1570356000.00,1462265000.00,1588232000.00,1623764000.00,1550187000.00,1604961000.00,1632943000.00,3545729000.00,1496384000.00,1486988000.00,1517259000.00,459398000.00,1455339000.00,1470054000.00,1429524000.00,321147000.00,1489182000.00,1534935000.00,1560834000.00,728354000.00,1441672000.00,1441058000.00,1512171000.00,594411000.00,1475139000.00,1518906000.00,1566847000.00,1024691000.00,1525846000.00,1612739000.00,1605293000.00,1151615000.00,1536424000.00,1535142000.00,1522631000.00,553070000.00,1425344000.00,1617314000.00,1616876000.00,15167000.00,1605472000.00,1657890000.00,1660890000.00,346676000.00,1762457000.00,1779944000.00,1787646000.00,677677000.00,1741835000.00,1754978000.00,1783644000.00,926970000.00,,,1599128000.00,-971127000.00,,,1627785000.00,-794785000.00,,,1559202000.00,3177954000.00,,,1463660000.00,3181982000.00,1368485000.00,1358622000.00,1340034000.00,-185595000.00,1279442000.00,1279054000.00,1256695000.00,-119704000.00,1209506000.00,1244437000.00,1226499000.00,63223000.00,1230583000.00,1239586000.00,1232882000.00,-184814000.00,1242786000.00,10.00,-37497000.00,,,,,270177000.00,228736000.00,214638000.00,208561000.00,198402000.00,186459000.00,184705000.00,179148000.00,177875000.00,175312000.00,171302000.00,182708000.00,174204000.00,286669000.00,287983000.00,128417000.00,128417000.00,130484000.00,133370000.00,135969000.00,136792000.00,134772000.00,132656000.00,131788000.00,59500000.00,61000000.00,57300000.00,,59000000.00,,,62600000.00,64100000.00,64200000.00,65800000.00,66900000.00,,
capitalLeaseObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
longTermDebtTotal,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentLiabilitiesOther,,352000.00,1217000.00,1623000.00,419966000.00,728000.00,994000.00,2140000.00,528000.00,765000.00,7654000.00,1876000.00,392000.00,266000.00,825000.00,1726000.00,737000.00,637000.00,55000.00,644000.00,525000.00,629000.00,126000.00,1154000.00,224000.00,547000.00,313000.00,619000.00,355000.00,159000.00,5951000.00,274000.00,277000.00,595000.00,6416000.00,382000.00,556000.00,246000.00,5991000.00,776000.00,5080000.00,184000.00,461000.00,358000.00,701000.00,348000.00,5297000.00,358000.00,261000.00,152000.00,7840000.00,458000.00,73000.00,54000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentLiabilitiesTotal,,352000.00,1217000.00,-17793000.00,419966000.00,728000.00,994000.00,2140000.00,528000.00,765000.00,7654000.00,1876000.00,392000.00,266000.00,825000.00,1726000.00,737000.00,637000.00,55000.00,644000.00,525000.00,629000.00,126000.00,1154000.00,224000.00,547000.00,313000.00,619000.00,355000.00,159000.00,5951000.00,274000.00,277000.00,595000.00,6416000.00,382000.00,556000.00,246000.00,5991000.00,776000.00,5080000.00,184000.00,461000.00,358000.00,701000.00,348000.00,5297000.00,358000.00,261000.00,152000.00,7840000.00,458000.00,73000.00,54000.00,,,,,,,,,,,,,,-408000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402000000.00,356300000.00,292500000.00,190200000.00,203800000.00,162900000.00,119000000.00,90400000.00,58500000.00,19100000.00,19300000.00,24700000.00,24700000.00,24800000.00,3500000.00,3500000.00,3500000.00,3500000.00,3900000.00,3900000.00,4100000.00,109200000.00,159400000.00,109400000.00,129800000.00,125400000.00,,125500000.00,,,125700000.00,100700000.00,100800000.00,93400000.00,75900000.00,,
negativeGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preferredStockRedeemable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capitalSurpluse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liabilitiesAndStockholdersEquity,1973046000.00,2044187000.00,2052971000.00,2074626000.00,1989713000.00,1462265000.00,1588232000.00,1623764000.00,1550187000.00,1604961000.00,1632943000.00,1606033000.00,1496384000.00,1486988000.00,1517259000.00,1554264000.00,1455339000.00,1470054000.00,1429524000.00,1490701000.00,1489182000.00,1534935000.00,1560834000.00,1544704000.00,1441672000.00,1441058000.00,1512171000.00,1540508000.00,1475139000.00,1518906000.00,1566847000.00,1589965000.00,1525846000.00,1612739000.00,1605293000.00,1627892000.00,1536424000.00,1535142000.00,1522631000.00,1533654000.00,1425344000.00,1617314000.00,1616876000.00,1566493000.00,1605472000.00,1657890000.00,1672496000.00,1626531000.00,1766242000.00,1781733000.00,1796619000.00,1787568000.00,1743382000.00,1754978000.00,1790407000.00,1912301000.00,1680116000.00,1655500000.00,1601729000.00,1601442000.00,1611134000.00,1646183000.00,1629961000.00,1575234000.00,1616625000.00,1601922000.00,1563257000.00,1568034000.00,1497318000.00,1479716000.00,1465714000.00,1377054000.00,1369174000.00,1359228000.00,1340568000.00,1303446000.00,1280052000.00,1279806000.00,1257473000.00,1166097000.00,1210367000.00,1245370000.00,1227513000.00,1237546000.00,1231844000.00,1241053000.00,1234351000.00,1230344000.00,1246468000.00,1253782000.00,1268837000.00,1268837000.00,706969000.00,787365000.00,256718000.00,272060000.00,1554994000.00,1456717000.00,1442703000.00,1132592000.00,1126903000.00,1070918000.00,928248000.00,784460000.00,782284000.00,675262000.00,777970000.00,725897000.00,764092000.00,717020000.00,575058000.00,575058000.00,587132000.00,552185000.00,539985000.00,518369000.00,572101000.00,559181000.00,594064000.00,561300000.00,626300000.00,468000000.00,,354400000.00,,,354500000.00,371600000.00,430700000.00,379600000.00,335000000.00,,
cashAndShortTermInvestments,,,660.00,41724000.00,640000.00,0.71,1588232000.00,1285700000.00,,,,1037.40,,,,679738000.00,,,,640206000.00,,,,671930000.00,,,,656985000.00,,,,541483000.00,,,,555503000.00,,,,509891000.00,,,,627182000.00,,,,638681000.00,,,,650191000.00,,,,614216000.00,,,,552577000.00,,,,576416000.00,,,,2556615000.00,,,,89000.00,135652000.00,104000.00,45500.00,1061523000.00,-72572000.00,,,502858000.00,94877000.00,,,159991000.00,,,,1415158000.00,,,216251000.00,,,,,,86138000.00,88301000.00,115797000.00,75186000.00,225373000.00,164889000.00,91955000.00,63761000.00,101377000.00,79305000.00,69568000.00,57441000.00,113166000.00,95736000.00,124256000.00,124256000.00,139778000.00,125819000.00,88732000.00,52199000.00,104369000.00,86089000.00,76855000.00,96300000.00,125100000.00,69200000.00,,69900000.00,,,48300000.00,51400000.00,61400000.00,39300000.00,41600000.00,,
propertyPlantAndEquipmentGross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129707000.00,114422000.00,107381000.00,96401000.00,92096000.00,89226000.00,82631000.00,80477000.00,77032000.00,72142000.00,67074000.00,57483000.00,47843000.00,45134000.00,44739000.00,44208000.00,44082000.00,44781000.00,45194000.00,43830000.00,39683000.00,35380000.00,32332000.00,28800000.00,28500000.00,23100000.00,,21300000.00,,,19400000.00,19100000.00,19100000.00,19000000.00,18400000.00,,
propertyPlantAndEquipmentNet,,,,16482000.00,16482.00,,,421980000.00,,,,418455000.00,,,,362693000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129707000.00,114422000.00,107381000.00,96401000.00,92096000.00,89226000.00,82631000.00,80477000.00,77032000.00,72142000.00,67074000.00,57483000.00,47843000.00,45134000.00,44208000.00,44208000.00,44082000.00,44781000.00,45194000.00,43830000.00,39683000.00,35380000.00,32332000.00,28800000.00,28500000.00,23100000.00,,21300000.00,,,19400000.00,19100000.00,19100000.00,19000000.00,18400000.00,,
accumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netInvestedCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
