,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-03-31,2000-12-31,2001-09-30,2001-06-30
changeInWorkingCapital,-190200000.00,-167800000.00,-48500000.00,-302700000.00,-72000000.00,-181500000.00,165200000.00,10200000.00,207300000.00,200900000.00,90200000.00,-95000000.00,-22600000.00,355200000.00,74000000.00,-77500000.00,117600000.00,29700000.00,-1700000.00,-162900000.00,15600000.00,-66900000.00,-22500000.00,-46500000.00,76700000.00,-29600000.00,46300000.00,-48700000.00,28000000.00,-29300000.00,-7200000.00,-42600000.00,9700000.00,-46500000.00,32900000.00,-147000000.00,30800000.00,-23200000.00,13300000.00,-71700000.00,4000000.00,-30100000.00,-21000000.00,-73700000.00,700000.00,-19500000.00,-65500000.00,-279500000.00,50200000.00,-46000000.00,1600000.00,22800000.00,-40500000.00,-20100000.00,-70300000.00,33600000.00,10600000.00,-44100000.00,31000000.00,73700000.00,331800000.00,82100000.00,-24900000.00,9703000.00,53199000.00,-39851000.00,-73726000.00,-94319000.00,56670000.00,11279000.00,48792000.00,-116997000.00,-15314000.00,-21710000.00,24741000.00,-10174000.00,-66065000.00,-632000.00,-25901000.00,10207000.00,16933000.00,-24592000.00,17027000.00,-16650000.00,14249000.00,-6593000.00,-6270000.00,,,,,
stockBasedCompensation,5200000.00,5500000.00,8600000.00,4200000.00,4700000.00,4700000.00,7000000.00,4000000.00,3900000.00,3600000.00,4700000.00,3400000.00,2600000.00,3100000.00,3500000.00,2100000.00,3600000.00,2900000.00,3900000.00,2300000.00,2500000.00,2500000.00,3200000.00,3600000.00,3600000.00,3300000.00,3100000.00,2900000.00,3000000.00,2500000.00,3600000.00,2300000.00,2400000.00,2000000.00,3300000.00,1900000.00,2400000.00,1800000.00,2500000.00,2100000.00,2500000.00,1900000.00,2500000.00,1500000.00,1800000.00,1400000.00,2400000.00,1100000.00,2500000.00,2600000.00,2600000.00,1000000.00,1000000.00,1200000.00,1900000.00,1200000.00,700000.00,-600000.00,1500000.00,1900000.00,2000000.00,2500000.00,1300000.00,5942000.00,3235000.00,3945000.00,1895000.00,4955000.00,1931000.00,,1369000.00,916000.00,,,,,,,,,,,,,,904000.00,-459000.00,,,,,
otherNonCashItems,15300000.00,-200000.00,10700000.00,-191400000.00,14700000.00,47200000.00,-18900000.00,7900000.00,10400000.00,9800000.00,13300000.00,10900000.00,9300000.00,9400000.00,21100000.00,19000000.00,11900000.00,10500000.00,13500000.00,10700000.00,5800000.00,6000000.00,6800000.00,12700000.00,5900000.00,6300000.00,6900000.00,-37500000.00,6300000.00,6000000.00,8700000.00,-6400000.00,-15800000.00,3400000.00,2500000.00,37700000.00,4300000.00,3400000.00,1000000.00,3700000.00,11800000.00,8800000.00,-12700000.00,3100000.00,3100000.00,4500000.00,2100000.00,-9700000.00,-2800000.00,60300000.00,-80000000.00,15500000.00,3100000.00,-2200000.00,9600000.00,5800000.00,6100000.00,1700000.00,900000.00,517100000.00,1300000.00,300000.00,2000000.00,-7948000.00,2717000.00,1964000.00,21959000.00,1984000.00,1755000.00,-4093000.00,4268000.00,-219000.00,1461000.00,1996000.00,1138000.00,-274000.00,8455000.00,2797000.00,1553000.00,41652000.00,-8069000.00,8626000.00,-304000.00,582000.00,-948000.00,-96000.00,1044000.00,,,,,
freeCashFlow,-17600000.00,24400000.00,156500000.00,-3600000.00,134600000.00,68900000.00,388200000.00,180300000.00,346300000.00,361000000.00,194100000.00,8300000.00,61300000.00,417800000.00,116300000.00,-26800000.00,164800000.00,83400000.00,61600000.00,-115100000.00,68000000.00,-15600000.00,14900000.00,-3300000.00,115000000.00,13600000.00,92900000.00,-42900000.00,62900000.00,2300000.00,28000000.00,-34600000.00,41200000.00,-22900000.00,69700000.00,-88100000.00,65200000.00,7900000.00,40900000.00,-45200000.00,36300000.00,6500000.00,1900000.00,-45700000.00,15200000.00,2600000.00,-50100000.00,-258200000.00,55100000.00,17800000.00,-66500000.00,39700000.00,-15300000.00,500000.00,-45100000.00,49000000.00,29300000.00,-15600000.00,39900000.00,-146500000.00,531800000.00,-117400000.00,-15900000.00,13596000.00,75557000.00,-19674000.00,-57277000.00,-70371000.00,71290000.00,20644000.00,61742000.00,-117859000.00,-8877000.00,-22121000.00,30337000.00,2903000.00,-62377000.00,795000.00,-21211000.00,7347000.00,27246000.00,-6631000.00,14015000.00,-21250000.00,168000.00,23804000.00,7807000.00,,,,,
researchDevelopment,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
effectOfAccountingCharges,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
incomeBeforeTax,226000000.00,261100000.00,238500000.00,464500000.00,273100000.00,267700000.00,313700000.00,183700000.00,192700000.00,201900000.00,119400000.00,119800000.00,127900000.00,66300000.00,24100000.00,57200000.00,59500000.00,73500000.00,53700000.00,54100000.00,59100000.00,58200000.00,53400000.00,54400000.00,50100000.00,51500000.00,53100000.00,106900000.00,51700000.00,58900000.00,50300000.00,65600000.00,82200000.00,67200000.00,58400000.00,19500000.00,53000000.00,59000000.00,51500000.00,45200000.00,37100000.00,43900000.00,39100000.00,35000000.00,36400000.00,35200000.00,29400000.00,27000000.00,20400000.00,23200000.00,7600000.00,3800000.00,19700000.00,22300000.00,14500000.00,13400000.00,13800000.00,9600000.00,3400000.00,-503700000.00,9700000.00,19100000.00,18000000.00,18818000.00,28405000.00,33733000.00,3867000.00,25750000.00,29161000.00,31078000.00,21821000.00,23003000.00,27968000.00,28035000.00,15494000.00,22538000.00,20752000.00,24018000.00,17083000.00,-23749000.00,27669000.00,23680000.00,11467000.00,9850000.00,24731000.00,22879000.00,18822000.00,10890000.00,9454000.00,42178000.00,17635000.00,11913000.00
minorityInterest,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,411000.00,143000.00,9740000.00,328000.00,358000.00
sellingGeneralAdministrative,379100000.00,397000000.00,393400000.00,345700000.00,355100000.00,357200000.00,365500000.00,235800000.00,212700000.00,209100000.00,194700000.00,184100000.00,167800000.00,123300000.00,159900000.00,168000000.00,160600000.00,160000000.00,154700000.00,192200000.00,188800000.00,190600000.00,184200000.00,180500000.00,182500000.00,185600000.00,181100000.00,183300000.00,185700000.00,182300000.00,181200000.00,183500000.00,188800000.00,181900000.00,175700000.00,171100000.00,171500000.00,169200000.00,159800000.00,157300000.00,159700000.00,154200000.00,148100000.00,136800000.00,141100000.00,142100000.00,141400000.00,134300000.00,141200000.00,142800000.00,134800000.00,97800000.00,137500000.00,134600000.00,129100000.00,120700000.00,129400000.00,126700000.00,123700000.00,119400000.00,162200000.00,168700000.00,168300000.00,159554000.00,176067000.00,173625000.00,176386000.00,160537000.00,174996000.00,171715000.00,165714000.00,160921000.00,170506000.00,170551000.00,173084000.00,168808000.00,168836000.00,166574000.00,153579000.00,143519000.00,150559000.00,147825000.00,142164000.00,139471000.00,142595000.00,139650000.00,133015000.00,136674000.00,116871000.00,451323000.00,127795000.00,121390000.00
sellingAndMarketingExpenses,12600000.00,11500000.00,9700000.00,75800000.00,83100000.00,91100000.00,90000000.00,59900000.00,56000000.00,60600000.00,45100000.00,44400000.00,38700000.00,28900000.00,34800000.00,38100000.00,41400000.00,40700000.00,36300000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grossProfit,673600000.00,713000000.00,696200000.00,738100000.00,767900000.00,802700000.00,792000000.00,542300000.00,480000000.00,497200000.00,382700000.00,372300000.00,335900000.00,242800000.00,272400000.00,301600000.00,293100000.00,295000000.00,279200000.00,281800000.00,278000000.00,277800000.00,265400000.00,268400000.00,260300000.00,267100000.00,260100000.00,264600000.00,265700000.00,267600000.00,260800000.00,260400000.00,272700000.00,271300000.00,256400000.00,244600000.00,244600000.00,247900000.00,230100000.00,222500000.00,225300000.00,221900000.00,206700000.00,194200000.00,195100000.00,196400000.00,189500000.00,179800000.00,183000000.00,188900000.00,172900000.00,131500000.00,177800000.00,175900000.00,162900000.00,154600000.00,162700000.00,155900000.00,148100000.00,138300000.00,198300000.00,212600000.00,208700000.00,204654000.00,228315000.00,232412000.00,224063000.00,207989000.00,229760000.00,228782000.00,211548000.00,208203000.00,220030000.00,221375000.00,210494000.00,211729000.00,208243000.00,211349000.00,191041000.00,178768000.00,198075000.00,191006000.00,174780000.00,170211000.00,187096000.00,181735000.00,171975000.00,672474000.00,0.00,597831000.00,0.00,0.00
reconciledDepreciation,17000000.00,16800000.00,16700000.00,15400000.00,17100000.00,18100000.00,18400000.00,11300000.00,10700000.00,10100000.00,16500000.00,15800000.00,14500000.00,14700000.00,15300000.00,9500000.00,9100000.00,9000000.00,8600000.00,8500000.00,8500000.00,8500000.00,8200000.00,8100000.00,8100000.00,8000000.00,7900000.00,7700000.00,7800000.00,7700000.00,7500000.00,7500000.00,7500000.00,7200000.00,7300000.00,7000000.00,6700000.00,6400000.00,6300000.00,6300000.00,6200000.00,5900000.00,5900000.00,5700000.00,5400000.00,5800000.00,5700000.00,8000000.00,11800000.00,5800000.00,5300000.00,4300000.00,5500000.00,9700000.00,1600000.00,7700000.00,7000000.00,7900000.00,8300000.00,8800000.00,7800000.00,7800000.00,7500000.00,10458000.00,6030000.00,6013000.00,5982000.00,5645000.00,5502000.00,5809000.00,5612000.00,5965000.00,5799000.00,6009000.00,5593000.00,5408000.00,5186000.00,6097000.00,5739000.00,6659000.00,6531000.00,6455000.00,7225000.00,7766000.00,6720000.00,8182000.00,5808000.00,,,,,
ebit,264700000.00,287700000.00,276500000.00,302600000.00,313600000.00,335500000.00,320800000.00,236100000.00,201000000.00,218400000.00,136300000.00,134500000.00,119100000.00,82200000.00,58000000.00,86200000.00,82200000.00,85900000.00,77800000.00,81000000.00,80800000.00,79600000.00,73200000.00,74100000.00,69700000.00,71600000.00,72300000.00,80100000.00,70700000.00,78100000.00,68900000.00,69700000.00,76600000.00,82200000.00,73100000.00,65700000.00,66100000.00,72200000.00,64200000.00,58100000.00,58000000.00,57400000.00,52600000.00,48300000.00,49400000.00,48200000.00,42800000.00,40400000.00,34300000.00,37500000.00,22400000.00,27700000.00,34200000.00,36200000.00,28500000.00,28300000.00,27900000.00,23800000.00,18700000.00,-21000000.00,31300000.00,38200000.00,34900000.00,40701000.00,46520000.00,53828000.00,59794000.00,39646000.00,50202000.00,51473000.00,40515000.00,42204000.00,44550000.00,45536000.00,32182000.00,37422000.00,34243000.00,39207000.00,32527000.00,31219000.00,42549000.00,37534000.00,27528000.00,13095000.00,38587000.00,35996000.00,33644000.00,0.00,0.00,0.00,0.00,0.00
ebitda,281700000.00,304500000.00,293100000.00,318100000.00,330700000.00,353600000.00,339200000.00,247400000.00,211700000.00,228500000.00,146100000.00,144000000.00,128900000.00,91900000.00,67500000.00,95700000.00,91300000.00,94900000.00,86400000.00,89500000.00,89300000.00,88100000.00,81400000.00,82200000.00,77800000.00,79600000.00,80200000.00,87800000.00,78500000.00,85800000.00,76400000.00,77200000.00,84100000.00,89400000.00,80400000.00,72700000.00,72800000.00,78600000.00,70500000.00,64400000.00,64200000.00,63300000.00,58500000.00,54000000.00,54900000.00,54000000.00,48500000.00,46200000.00,40100000.00,43300000.00,27700000.00,32000000.00,39700000.00,41800000.00,34200000.00,36000000.00,33500000.00,29700000.00,27000000.00,-12200000.00,39100000.00,46000000.00,42400000.00,51159000.00,52550000.00,59841000.00,65776000.00,45291000.00,55704000.00,57282000.00,46127000.00,48169000.00,50349000.00,51545000.00,37775000.00,42830000.00,39429000.00,45304000.00,38266000.00,37878000.00,49080000.00,43989000.00,34753000.00,20861000.00,45307000.00,44178000.00,39452000.00,,,,,
depreciationAndAmortization,17000000.00,16800000.00,16600000.00,15500000.00,17100000.00,18100000.00,18400000.00,11300000.00,10700000.00,10100000.00,9800000.00,9500000.00,9800000.00,9700000.00,9500000.00,9500000.00,9100000.00,9000000.00,8600000.00,8500000.00,8500000.00,8500000.00,8200000.00,8100000.00,8100000.00,8000000.00,7900000.00,7700000.00,7800000.00,7700000.00,7500000.00,7500000.00,7500000.00,7200000.00,7300000.00,7000000.00,6700000.00,6400000.00,6300000.00,6300000.00,6200000.00,5900000.00,5900000.00,5700000.00,5500000.00,5800000.00,5700000.00,5800000.00,5800000.00,5800000.00,5300000.00,4300000.00,5500000.00,5600000.00,5700000.00,7700000.00,5600000.00,5900000.00,8300000.00,8800000.00,7800000.00,7800000.00,7500000.00,10458000.00,6030000.00,6013000.00,5982000.00,5645000.00,5502000.00,5809000.00,5612000.00,5965000.00,5799000.00,6009000.00,5593000.00,5408000.00,5186000.00,6097000.00,5739000.00,6659000.00,6531000.00,6455000.00,7225000.00,7766000.00,6720000.00,8182000.00,5808000.00,,,,,
nonOperatingIncomeNetOther,,13500000.00,,202700000.00,,-28700000.00,33100000.00,,8000000.00,,,,24700000.00,,13100000.00,,,11700000.00,,,,,,,,,,45500000.00,,,,13500000.00,21400000.00,,,-31900000.00,,,,,-6800000.00,,,3800000.00,-1400000.00,-1400000.00,-1400000.00,,-1900000.00,-1700000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
operatingIncome,264700000.00,287700000.00,276500000.00,302600000.00,313600000.00,335500000.00,320800000.00,236100000.00,201000000.00,218400000.00,136300000.00,134500000.00,119100000.00,82200000.00,35000000.00,79100000.00,82200000.00,85900000.00,77800000.00,77300000.00,80800000.00,79600000.00,73200000.00,74100000.00,69700000.00,71600000.00,72300000.00,80100000.00,70700000.00,78100000.00,68900000.00,69700000.00,76600000.00,82200000.00,73100000.00,65700000.00,66100000.00,72200000.00,64200000.00,58100000.00,58000000.00,57400000.00,52600000.00,48300000.00,49400000.00,48200000.00,42800000.00,40400000.00,34300000.00,37500000.00,22400000.00,27800000.00,34200000.00,36100000.00,28500000.00,28200000.00,27900000.00,23700000.00,18700000.00,-521100000.00,29700000.00,36200000.00,35200000.00,38711000.00,46863000.00,53439000.00,42349000.00,42407000.00,49688000.00,51954000.00,40859000.00,41983000.00,44579000.00,45722000.00,32160000.00,37918000.00,34414000.00,39368000.00,32323000.00,-7886000.00,42375000.00,38126000.00,26669000.00,24310000.00,38769000.00,36051000.00,33127000.00,27423000.00,30183000.00,122005000.00,33329000.00,29111000.00
otherOperatingExpenses,3401300000.00,3454800000.00,3305800000.00,3403300000.00,3552300000.00,3614700000.00,3591000000.00,2418700000.00,2205000000.00,2365600000.00,2056600000.00,2099500000.00,1726300000.00,1362900000.00,1549300000.00,1807800000.00,1759800000.00,1717600000.00,1593000000.00,1703200000.00,1479400000.00,1644000000.00,1536000000.00,1591700000.00,1532400000.00,1560200000.00,1479400000.00,1586400000.00,1612400000.00,1549300000.00,1481900000.00,1570800000.00,1639800000.00,1607400000.00,1468700000.00,1437300000.00,1439500000.00,1431200000.00,1291500000.00,1315800000.00,1332000000.00,1287100000.00,1172800000.00,1170400000.00,1148500000.00,1142800000.00,1056700000.00,1050000000.00,1038400000.00,1048700000.00,1027200000.00,788700000.00,1059700000.00,1025600000.00,931500000.00,911000000.00,955100000.00,918700000.00,819600000.00,1315900000.00,1190900000.00,1286200000.00,1250200000.00,1261119000.00,1444171000.00,1453094000.00,1373221000.00,1282890000.00,1470758000.00,1465983000.00,1346110000.00,1363367000.00,1403856000.00,1431137000.00,1319801000.00,1315142000.00,1355612000.00,1351816000.00,1190905000.00,1171358000.00,1243093000.00,1208576000.00,1074603000.00,1054148000.00,1175358000.00,1118728000.00,1035458000.00,0.00,0.00,0.00,0.00,0.00
interestExpense,38700000.00,40100000.00,37900000.00,40900000.00,40500000.00,39100000.00,40200000.00,52400000.00,16300000.00,16500000.00,16900000.00,18600000.00,15900000.00,15900000.00,24000000.00,21900000.00,22700000.00,24100000.00,24100000.00,23200000.00,21700000.00,21400000.00,19800000.00,19700000.00,19600000.00,20100000.00,19200000.00,18700000.00,19000000.00,19200000.00,18600000.00,17600000.00,15800000.00,15000000.00,14700000.00,14300000.00,13100000.00,13200000.00,12700000.00,12900000.00,14100000.00,13500000.00,13500000.00,13300000.00,12900000.00,12800000.00,4000000.00,12800000.00,13400000.00,12600000.00,13200000.00,4400000.00,14200000.00,13500000.00,13600000.00,14600000.00,13600000.00,13700000.00,14800000.00,30800000.00,7500000.00,8000000.00,9100000.00,43107000.00,10618000.00,11190000.00,11216000.00,41054000.00,10311000.00,11239000.00,9204000.00,29054000.00,6598000.00,7541000.00,6606000.00,21248000.00,13499000.00,14662000.00,14565000.00,18800000.00,14018000.00,14429000.00,14177000.00,17947000.00,14443000.00,13426000.00,13939000.00,14850000.00,21350000.00,78977000.00,16547000.00,18187000.00
taxProvision,56800000.00,64800000.00,57100000.00,111300000.00,68100000.00,66300000.00,76000000.00,43200000.00,45700000.00,49800000.00,26600000.00,30700000.00,31700000.00,16700000.00,4600000.00,13600000.00,14500000.00,18600000.00,12800000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interestIncome,38700000.00,40100000.00,37900000.00,40900000.00,40500000.00,39100000.00,40200000.00,52400000.00,16300000.00,16500000.00,16900000.00,18600000.00,15900000.00,15900000.00,24000000.00,21900000.00,22700000.00,24100000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netInterestIncome,-38700000.00,-40100000.00,-37900000.00,-40900000.00,-40500000.00,-39100000.00,-40200000.00,-52400000.00,-16300000.00,-16500000.00,-16900000.00,-18600000.00,-15900000.00,-15900000.00,-24000000.00,-21900000.00,-22700000.00,-24100000.00,-24100000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extraordinaryItems,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
nonRecurring,,,,,,,,,,,,,,,23000000.00,7100000.00,,,,3700000.00,0.00,0.00,0.00,5100000.00,15300000.00,-15300000.00,5100000.00,5100000.00,0.00,0.00,0.00,5100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
otherItems,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
incomeTaxExpense,56800000.00,64800000.00,57100000.00,111300000.00,68100000.00,66300000.00,76000000.00,43200000.00,45700000.00,49800000.00,26600000.00,30700000.00,31700000.00,16700000.00,4600000.00,13600000.00,14500000.00,18600000.00,12800000.00,13700000.00,14800000.00,15000000.00,13300000.00,11900000.00,19400000.00,19600000.00,19100000.00,39800000.00,19300000.00,22300000.00,19200000.00,24400000.00,31000000.00,26100000.00,22500000.00,7600000.00,20600000.00,22800000.00,20000000.00,18000000.00,14300000.00,16700000.00,15200000.00,12400000.00,13600000.00,13600000.00,11400000.00,10300000.00,7600000.00,9000000.00,2900000.00,1200000.00,7700000.00,8600000.00,5600000.00,5900000.00,4300000.00,3600000.00,1200000.00,-150700000.00,2600000.00,7500000.00,6800000.00,7327000.00,9185000.00,12567000.00,1458000.00,9815000.00,10935000.00,11654000.00,8183000.00,8571000.00,10488000.00,10513000.00,5810000.00,8452000.00,7782000.00,8830000.00,6406000.00,-4019000.00,10503000.00,9425000.00,4564000.00,15559000.00,9843000.00,9106000.00,13747000.00,797000.00,1168000.00,3511000.00,1436000.00,1579000.00
totalRevenue,3666200000.00,3742400000.00,3582300000.00,3706000000.00,3866000000.00,3950200000.00,3911800000.00,2654800000.00,2406000000.00,2584000000.00,2192900000.00,2234000000.00,1845400000.00,1445100000.00,1607300000.00,1894000000.00,1842000000.00,1803500000.00,1670800000.00,1784200000.00,1757400000.00,1723600000.00,1609200000.00,1670900000.00,1602100000.00,1631800000.00,1551700000.00,1666500000.00,1683100000.00,1627400000.00,1550800000.00,1640500000.00,1716400000.00,1689600000.00,1541800000.00,1503000000.00,1505600000.00,1503400000.00,1355700000.00,1373900000.00,1390000000.00,1344500000.00,1225400000.00,1218700000.00,1197900000.00,1191000000.00,1099500000.00,1090400000.00,1072700000.00,1086200000.00,1049600000.00,816500000.00,1093900000.00,1061700000.00,960000000.00,939200000.00,983000000.00,942400000.00,838300000.00,794800000.00,1220600000.00,1322400000.00,1285400000.00,1299830000.00,1491034000.00,1506533000.00,1415570000.00,1325297000.00,1520446000.00,1517937000.00,1386969000.00,1405350000.00,1448435000.00,1476859000.00,1351961000.00,1353060000.00,1390026000.00,1391184000.00,1223228000.00,1163472000.00,1285468000.00,1246702000.00,1101272000.00,1078458000.00,1214127000.00,1154779000.00,1068585000.00,1103339000.00,989648000.00,4027790000.00,1069592000.00,1031335000.00
totalOperatingExpenses,408700000.00,425400000.00,419700000.00,435400000.00,454200000.00,467200000.00,471200000.00,306200000.00,279000000.00,278800000.00,246400000.00,237800000.00,216800000.00,160600000.00,214400000.00,215400000.00,210900000.00,209100000.00,201400000.00,200800000.00,197200000.00,198200000.00,192200000.00,189200000.00,190600000.00,195500000.00,187800000.00,184500000.00,195000000.00,189500000.00,191900000.00,190700000.00,196100000.00,189100000.00,183300000.00,178900000.00,178500000.00,175700000.00,165900000.00,164400000.00,167300000.00,164500000.00,154100000.00,145900000.00,145700000.00,148200000.00,146700000.00,139400000.00,148700000.00,151400000.00,150500000.00,103700000.00,143600000.00,139800000.00,134400000.00,126400000.00,134800000.00,132200000.00,129400000.00,659400000.00,168600000.00,176400000.00,173500000.00,165943000.00,181452000.00,178973000.00,181714000.00,165582000.00,180072000.00,176828000.00,170689000.00,166220000.00,175451000.00,175653000.00,178334000.00,173811000.00,173829000.00,171981000.00,158718000.00,186654000.00,155700000.00,152880000.00,148111000.00,145901000.00,148327000.00,145684000.00,138848000.00,0.00,0.00,0.00,0.00,0.00
costOfRevenue,2992600000.00,3029400000.00,2886100000.00,2967900000.00,3098100000.00,3147500000.00,3119800000.00,2112500000.00,1926000000.00,2086800000.00,1810200000.00,1861700000.00,1509500000.00,1202300000.00,1334900000.00,1592400000.00,1548900000.00,1508500000.00,1391600000.00,1502400000.00,1479400000.00,1445800000.00,1343800000.00,1402500000.00,1341800000.00,1364700000.00,1291600000.00,1401900000.00,1417400000.00,1359800000.00,1290000000.00,1380100000.00,1443700000.00,1418300000.00,1285400000.00,1258400000.00,1261000000.00,1255500000.00,1125600000.00,1151400000.00,1164700000.00,1122600000.00,1018700000.00,1024500000.00,1002800000.00,994600000.00,910000000.00,910600000.00,889700000.00,897300000.00,876700000.00,685000000.00,916100000.00,885800000.00,797100000.00,784600000.00,820300000.00,786500000.00,690200000.00,656500000.00,1022300000.00,1109800000.00,1076700000.00,1095176000.00,1262719000.00,1274121000.00,1191507000.00,1117308000.00,1290686000.00,1289155000.00,1175421000.00,1197147000.00,1228405000.00,1255484000.00,1141467000.00,1141331000.00,1181783000.00,1179835000.00,1032187000.00,984704000.00,1087393000.00,1055696000.00,926492000.00,908247000.00,1027031000.00,973044000.00,896610000.00,931389000.00,835554000.00,3429959000.00,900600000.00,873251000.00
